order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,currency,customer_unique_id,customer_city,customer_department,customer_postal_code_prefix,item_count,gross_merchandise_value,freight_value,unique_products,main_category,monetary,payment_count,max_installments,main_payment_type
col_order_0000315,col_customer_0000315,delivered,2024-11-16 09:40:30,2024-11-16 12:50:30,2024-11-19 14:50:30,2024-11-25 19:50:30,2024-11-22 09:40:30,COP,col_unique_000224,medellin,antioquia,050,1.0,81500.0,18000.0,1.0,mercado,99500.0,1.0,3.0,tarjeta_credito
col_order_0000316,col_customer_0000316,delivered,2025-02-25 06:34:01,2025-02-25 09:55:01,2025-02-28 13:55:01,2025-03-09 15:55:01,2025-03-06 06:34:01,COP,col_unique_000225,medellin,antioquia,050,3.0,842000.0,56500.0,3.0,celulares,898500.0,1.0,1.0,bono_regalo
col_order_0000317,col_customer_0000317,delivered,2025-06-28 02:39:08,2025-06-29 00:03:08,2025-07-01 09:03:08,2025-07-08 02:03:08,2025-07-04 02:39:08,COP,col_unique_000226,bogota,bogota d.c.,110,4.0,517900.0,70100.0,4.0,juguetes,588000.0,1.0,1.0,tarjeta_debito
col_order_0000318,col_customer_0000318,processing,2024-05-06 09:39:17,2024-05-07 04:42:17,,,2024-05-14 09:39:17,COP,col_unique_000227,tunja,boyaca,150,2.0,203000.0,38500.0,2.0,mercado,241500.0,2.0,1.0,tarjeta_credito
col_order_0000319,col_customer_0000319,delivered,2024-09-04 10:39:17,2024-09-06 04:15:17,2024-09-08 12:15:17,2024-09-17 14:15:17,2024-09-17 10:39:17,COP,col_unique_000227,tunja,boyaca,150,2.0,332100.0,50000.0,2.0,deportes,382100.0,1.0,6.0,tarjeta_credito
col_order_0000320,col_customer_0000320,delivered,2025-06-29 02:22:19,2025-06-29 08:32:19,2025-07-02 19:32:19,2025-07-15 06:32:19,2025-07-04 02:22:19,COP,col_unique_000228,popayan,cauca,190,1.0,155600.0,31300.0,1.0,hogar,186900.0,1.0,1.0,transferencia
col_order_0000321,col_customer_0000321,delivered,2025-03-19 08:04:31,2025-03-19 12:36:31,2025-03-20 03:36:31,2025-03-25 14:36:31,2025-03-25 08:04:31,COP,col_unique_000229,barranquilla,atlantico,080,2.0,1256500.0,91800.0,2.0,deportes,1348300.0,1.0,1.0,tarjeta_debito
col_order_0000322,col_customer_0000322,delivered,2024-09-22 18:59:21,2024-09-24 07:12:21,2024-09-27 23:12:21,2024-10-05 16:12:21,2024-09-25 18:59:21,COP,col_unique_000230,cali,valle del cauca,760,1.0,160600.0,16700.0,1.0,hogar,177300.0,2.0,1.0,bono_regalo
col_order_0000323,col_customer_0000323,delivered,2024-11-29 12:20:12,2024-11-30 21:32:12,2024-12-02 01:32:12,2024-12-12 01:32:12,2024-12-05 12:20:12,COP,col_unique_000231,unknown,meta,500,1.0,87500.0,13400.0,1.0,belleza,100900.0,1.0,1.0,tarjeta_credito
col_order_0000324,col_customer_0000324,returned,2025-01-14 08:13:55,2025-01-14 16:52:55,2025-01-17 10:52:55,2025-01-29 08:52:55,2025-01-28 08:13:55,COP,col_unique_000232,barranquilla,atlantico,080,1.0,133500.0,14100.0,1.0,mascotas,147600.0,1.0,1.0,transferencia
col_order_0000325,col_customer_0000325,delivered,2025-03-20 05:13:55,2025-03-20 12:28:55,2025-03-22 21:28:55,2025-04-02 18:28:55,2025-04-02 05:13:55,COP,col_unique_000232,barranquilla,atlantico,080,1.0,167900.0,14500.0,1.0,hogar,182400.0,1.0,1.0,contra_entrega
col_order_0000326,col_customer_0000326,canceled,2024-01-10 02:49:21,2024-01-11 07:10:21,,,2024-01-13 02:49:21,COP,col_unique_000233,barranquilla,atlantico,080,1.0,97800.0,16100.0,1.0,mercado,113900.0,1.0,6.0,credito_bnpl
col_order_0000327,col_customer_0000327,delivered,2024-07-25 17:29:03,2024-07-27 07:17:03,2024-07-28 02:17:03,2024-08-04 10:17:03,2024-07-29 17:29:03,COP,col_unique_000234,bogota,bogota d.c.,110,1.0,100800.0,16100.0,1.0,juguetes,116900.0,1.0,1.0,transferencia
col_order_0000328,col_customer_0000328,delivered,2024-10-04 08:29:03,2024-10-05 20:14:03,2024-10-07 11:14:03,2024-10-14 15:14:03,2024-10-15 08:29:03,COP,col_unique_000234,bogota,bogota d.c.,110,2.0,186200.0,25400.0,2.0,belleza,211600.0,1.0,1.0,transferencia
col_order_0000329,col_customer_0000329,returned,2025-01-19 09:29:03,2025-01-20 14:54:03,2025-01-23 05:54:03,2025-01-26 08:54:03,2025-01-26 09:29:03,COP,col_unique_000234,bogota,bogota d.c.,110,1.0,165200.0,21200.0,1.0,moda,186400.0,1.0,1.0,tarjeta_credito
col_order_0000330,col_customer_0000330,returned,2024-12-03 04:44:58,2024-12-04 15:30:58,2024-12-07 15:30:58,2024-12-17 21:30:58,2024-12-16 04:44:58,COP,col_unique_000235,popayan,cauca,190,2.0,385900.0,68700.0,2.0,libros,454600.0,1.0,3.0,tarjeta_credito
col_order_0000331,col_customer_0000331,canceled,2024-07-31 19:16:27,2024-07-31 20:37:27,,,2024-08-07 19:16:27,COP,col_unique_000236,santa marta,magdalena,470,,,,,,,,,
col_order_0000332,col_customer_0000332,delivered,2024-10-11 12:16:27,2024-10-11 15:25:27,2024-10-14 07:25:27,2024-10-16 17:25:27,2024-10-18 12:16:27,COP,col_unique_000236,santa marta,magdalena,470,3.0,306800.0,72000.0,3.0,deportes,378800.0,1.0,1.0,transferencia
col_order_0000333,col_customer_0000333,delivered,2025-02-24 13:16:27,2025-02-26 08:09:27,2025-03-01 23:09:27,2025-03-08 13:09:27,2025-03-01 13:16:27,COP,col_unique_000236,unknown,magdalena,470,2.0,542000.0,68400.0,2.0,celulares,610400.0,1.0,1.0,transferencia
col_order_0000334,col_customer_0000334,delivered,2025-05-24 21:16:27,2025-05-25 11:39:27,2025-05-25 19:39:27,2025-06-04 16:39:27,2025-06-01 21:16:27,COP,col_unique_000236,santa marta,magdalena,470,2.0,899900.0,82400.0,2.0,celulares,982300.0,1.0,1.0,transferencia
col_order_0000335,col_customer_0000335,canceled,2025-07-26 00:16:27,2025-07-26 03:34:27,,,,COP,col_unique_000236,santa marta,magdalena,470,1.0,163500.0,28600.0,1.0,hogar,192100.0,1.0,1.0,transferencia
col_order_0000336,col_customer_0000336,returned,2025-11-04 15:16:27,2025-11-05 00:14:27,2025-11-06 13:14:27,2025-11-10 00:14:27,2025-11-07 15:16:27,COP,col_unique_000236,santa marta,magdalena,470,1.0,790800.0,57600.0,1.0,celulares,844600.0,1.0,1.0,tarjeta_debito
col_order_0000337,col_customer_0000337,delivered,2025-01-08 03:14:57,2025-01-08 11:50:57,2025-01-11 23:50:57,2025-01-20 08:50:57,2025-01-13 03:14:57,COP,col_unique_000237,unknown,bolivar,130,1.0,298500.0,18700.0,1.0,tecnologia,317200.0,1.0,6.0,tarjeta_credito
col_order_0000338,col_customer_0000338,delivered,2025-04-03 04:59:31,2025-04-04 17:35:31,2025-04-05 17:35:31,2025-04-14 21:35:31,2025-04-10 04:59:31,COP,col_unique_000238,medellin,antioquia,050,2.0,251200.0,26700.0,2.0,accesorios_moto,277900.0,1.0,1.0,tarjeta_credito
col_order_0000339,col_customer_0000339,delivered,2024-08-13 20:46:57,2024-08-14 04:25:57,2024-08-17 15:25:57,2024-08-27 14:25:57,2024-08-17 20:46:57,COP,col_unique_000239,bogota,bogota d.c.,110,2.0,725900.0,55200.0,1.0,electrodomesticos,781100.0,2.0,1.0,tarjeta_credito
col_order_0000340,col_customer_0000340,canceled,2024-07-31 16:45:49,2024-08-01 05:47:49,,,2024-08-14 16:45:49,COP,col_unique_000240,bucaramanga,santander,680,,,,,,,,,
col_order_0000341,col_customer_0000341,canceled,2024-06-05 06:31:16,2024-06-07 03:23:16,,,2024-06-08 06:31:16,COP,col_unique_000241,bogota,bogota d.c.,110,1.0,290900.0,21500.0,1.0,hogar,312400.0,1.0,1.0,tarjeta_debito
col_order_0000342,col_customer_0000342,delivered,2024-10-26 17:31:16,2024-10-28 14:07:16,2024-10-29 20:07:16,2024-11-04 03:07:16,2024-10-30 17:31:16,COP,col_unique_000241,bogota,bogota d.c.,110,1.0,86300.0,17000.0,1.0,moda,103300.0,1.0,1.0,tarjeta_debito
col_order_0000343,col_customer_0000343,delivered,2025-01-02 23:31:16,2025-01-04 08:51:16,2025-01-05 08:51:16,2025-01-18 01:51:16,2025-01-14 23:31:16,COP,col_unique_000241,bogota,bogota d.c.,110,1.0,384400.0,26400.0,1.0,tecnologia,410800.0,1.0,1.0,tarjeta_credito
col_order_0000344,col_customer_0000344,delivered,2025-04-21 00:31:16,2025-04-21 02:17:16,2025-04-23 01:17:16,2025-04-30 05:17:16,2025-04-27 00:31:16,COP,col_unique_000241,bogota,bogota d.c.,110,2.0,622100.0,51000.0,2.0,belleza,673100.0,1.0,1.0,contra_entrega
col_order_0000345,col_customer_0000345,delivered,2025-06-12 01:31:16,2025-06-12 17:40:16,2025-06-15 15:40:16,2025-06-22 01:40:16,2025-06-22 01:31:16,COP,col_unique_000241,bogota,bogota d.c.,110,1.0,397000.0,29900.0,1.0,tecnologia,426900.0,1.0,6.0,credito_bnpl
col_order_0000346,col_customer_0000346,returned,2024-10-13 12:13:36,2024-10-13 17:08:36,2024-10-15 13:08:36,2024-10-24 07:08:36,2024-10-23 12:13:36,COP,col_unique_000242,pereira,risaralda,660,1.0,98400.0,25600.0,1.0,mercado,136600.0,1.0,1.0,tarjeta_credito
col_order_0000347,col_customer_0000347,delivered,2024-10-10 15:18:18,2024-10-11 19:04:18,2024-10-14 07:04:18,2024-10-19 16:04:18,2024-10-16 15:18:18,COP,col_unique_000243,villavicencio,meta,500,1.0,75400.0,12200.0,1.0,belleza,91600.0,1.0,1.0,credito_bnpl
col_order_0000348,col_customer_0000348,delivered,2024-08-02 02:39:34,2024-08-03 09:57:34,2024-08-04 17:57:34,2024-08-09 17:57:34,2024-08-10 02:39:34,COP,col_unique_000244,bogota,bogota d.c.,110,2.0,743800.0,67200.0,2.0,celulares,818300.0,1.0,3.0,credito_bnpl
col_order_0000349,col_customer_0000349,delivered,2024-11-15 03:12:13,2024-11-15 22:46:13,2024-11-17 04:46:13,2024-11-28 00:46:13,2024-11-28 03:12:13,COP,col_unique_000245,bogota,bogota d.c.,110,1.0,315800.0,23200.0,1.0,hogar,339000.0,1.0,1.0,tarjeta_credito
col_order_0000350,col_customer_0000350,delivered,2024-04-16 00:13:30,2024-04-17 14:52:30,2024-04-18 05:52:30,2024-04-26 18:52:30,2024-04-21 00:13:30,COP,col_unique_000246,manizales,caldas,170,2.0,972000.0,57200.0,2.0,tecnologia,1029200.0,1.0,1.0,transferencia
col_order_0000351,col_customer_0000351,delivered,2025-02-26 05:10:17,2025-02-27 18:36:17,2025-03-03 14:36:17,2025-03-06 01:36:17,2025-03-07 05:10:17,COP,col_unique_000247,bogota,bogota d.c.,110,3.0,942700.0,82800.0,3.0,celulares,1025500.0,2.0,12.0,tarjeta_credito
col_order_0000352,col_customer_0000352,delivered,2025-05-27 23:00:40,2025-05-28 03:15:40,2025-05-30 02:15:40,2025-06-09 15:15:40,2025-06-08 23:00:40,COP,col_unique_000248,bogota,bogota d.c.,110,1.0,82700.0,10000.0,1.0,juguetes,92700.0,2.0,1.0,bono_regalo
col_order_0000353,col_customer_0000353,payment_pending,2024-11-04 09:04:05,,,,2024-11-17 09:04:05,COP,col_unique_000249,bogota,bogota d.c.,110,,,,,,,,,
col_order_0000354,col_customer_0000354,canceled,2024-12-09 07:04:05,2024-12-10 18:22:05,,,,COP,col_unique_000249,bogota,bogota d.c.,110,,,,,,,,,
col_order_0000355,col_customer_0000355,delivered,2024-12-08 14:35:02,2024-12-08 16:27:02,2024-12-11 04:27:02,2024-12-19 03:27:02,2024-12-17 14:35:02,COP,col_unique_000250,medellin,antioquia,050,4.0,1712700.0,95400.0,4.0,celulares,1808100.0,1.0,12.0,tarjeta_credito
col_order_0000356,col_customer_0000356,delivered,2025-07-12 10:35:02,2025-07-13 02:32:02,2025-07-15 18:32:02,2025-07-23 10:32:02,2025-07-18 10:35:02,COP,col_unique_000250,medellin,antioquia,050,1.0,208100.0,24200.0,1.0,accesorios_moto,235900.0,1.0,6.0,tarjeta_credito
col_order_0000357,col_customer_0000357,delivered,2025-08-14 08:35:02,2025-08-15 15:05:02,2025-08-16 17:05:02,2025-08-20 23:05:02,2025-08-25 08:35:02,COP,col_unique_000250,medellin,antioquia,050,2.0,923700.0,60100.0,2.0,celulares,983800.0,1.0,12.0,tarjeta_credito
col_order_0000358,col_customer_0000358,canceled,2024-05-26 23:55:39,2024-05-27 06:31:39,,,2024-06-04 23:55:39,COP,col_unique_000251,cucuta,norte de santander,540,,,,,,,,,
col_order_0000359,col_customer_0000359,payment_pending,2025-04-29 06:53:21,,,,2025-05-08 06:53:21,COP,col_unique_000252,barranquilla,atlantico,080,,,,,,,,,
col_order_0000360,col_customer_0000360,delivered,2025-03-07 19:44:18,2025-03-09 02:15:18,2025-03-10 17:15:18,2025-03-18 20:15:18,2025-03-18 19:44:18,COP,col_unique_000253,cali,valle del cauca,760,1.0,262700.0,14000.0,1.0,tecnologia,276700.0,2.0,3.0,credito_bnpl
col_order_0000361,col_customer_0000361,returned,2024-03-20 14:34:45,2024-03-21 20:51:45,2024-03-22 21:51:45,2024-03-27 09:51:45,2024-03-28 14:34:45,COP,col_unique_000254,ibague,tolima,730,1.0,111700.0,11700.0,1.0,juguetes,123400.0,1.0,1.0,tarjeta_credito
col_order_0000362,col_customer_0000362,delivered,2024-05-24 23:52:39,2024-05-25 04:07:39,2024-05-28 11:07:39,2024-06-04 15:07:39,2024-06-03 23:52:39,COP,col_unique_000255,popayan,cauca,190,1.0,503700.0,26800.0,1.0,tecnologia,530500.0,1.0,1.0,contra_entrega
col_order_0000363,col_customer_0000363,delivered,2025-02-28 07:41:20,2025-02-28 21:41:20,2025-03-02 18:41:20,2025-03-12 07:41:20,2025-03-04 07:41:20,COP,col_unique_000256,barranquilla,atlantico,080,2.0,351500.0,44300.0,2.0,hogar,395800.0,1.0,1.0,tarjeta_debito
col_order_0000364,col_customer_0000364,canceled,2025-04-25 10:41:20,2025-04-26 10:00:20,,,,COP,col_unique_000256,barranquilla,atlantico,080,,,,,,,,,
col_order_0000365,col_customer_0000365,returned,2025-07-02 18:41:20,2025-07-03 22:15:20,2025-07-04 12:15:20,2025-07-16 03:15:20,2025-07-14 18:41:20,COP,col_unique_000256,barranquilla,atlantico,080,4.0,505200.0,79000.0,4.0,deportes,584200.0,1.0,3.0,tarjeta_credito
col_order_0000366,col_customer_0000366,payment_pending,2024-11-06 20:05:28,,,,2024-11-20 20:05:28,COP,col_unique_000257,bogota,bogota d.c.,110,,,,,,,,,
col_order_0000367,col_customer_0000367,delivered,2025-05-10 15:47:26,2025-05-10 22:37:26,2025-05-13 22:37:26,2025-05-19 11:37:26,2025-05-15 15:47:26,COP,col_unique_000258,bucaramanga,santander,680,2.0,251200.0,37000.0,2.0,juguetes,288200.0,1.0,6.0,tarjeta_credito
col_order_0000368,col_customer_0000368,delivered,2024-01-22 06:52:14,2024-01-23 09:32:14,2024-01-24 16:32:14,2024-01-26 15:32:14,2024-01-25 06:52:14,COP,col_unique_000259,bogota,bogota d.c.,110,1.0,192100.0,24200.0,1.0,hogar,216300.0,2.0,3.0,tarjeta_credito
col_order_0000369,col_customer_0000369,delivered,2024-04-20 05:22:24,2024-04-20 23:29:24,2024-04-24 02:29:24,2024-04-30 15:29:24,2024-04-28 05:22:24,COP,col_unique_000260,cali,valle del cauca,760,4.0,743200.0,59200.0,4.0,hogar,802400.0,1.0,1.0,tarjeta_debito
col_order_0000370,col_customer_0000370,delivered,2025-03-26 11:54:53,2025-03-28 03:28:53,2025-03-28 21:28:53,2025-04-09 18:28:53,2025-04-08 11:54:53,COP,col_unique_000261,cali,valle del cauca,760,1.0,99000.0,20100.0,1.0,belleza,119100.0,1.0,1.0,transferencia
col_order_0000371,col_customer_0000371,canceled,2024-12-14 07:30:28,2024-12-15 16:27:28,,,2024-12-22 07:30:28,COP,col_unique_000262,bogota,bogota d.c.,110,,,,,,,,,
col_order_0000372,col_customer_0000372,returned,2025-03-30 02:30:28,2025-03-30 09:21:28,2025-04-01 18:21:28,2025-04-12 10:21:28,2025-04-04 02:30:28,COP,col_unique_000262,bogota,bogota d.c.,110,2.0,303800.0,33600.0,2.0,mascotas,337400.0,1.0,1.0,tarjeta_debito
col_order_0000373,col_customer_0000373,delivered,2025-06-24 20:30:28,2025-06-26 02:28:28,2025-06-29 05:28:28,2025-07-11 11:28:28,2025-06-28 20:30:28,COP,col_unique_000262,bogota,bogota d.c.,110,2.0,234200.0,22600.0,2.0,belleza,256800.0,1.0,3.0,tarjeta_credito
col_order_0000374,col_customer_0000374,delivered,2024-09-04 11:50:55,2024-09-06 00:47:55,2024-09-08 09:47:55,2024-09-20 03:47:55,2024-09-09 11:50:55,COP,col_unique_000263,barranquilla,atlantico,080,1.0,148100.0,17500.0,1.0,juguetes,165600.0,1.0,1.0,transferencia
col_order_0000375,col_customer_0000375,shipped,2024-12-01 03:13:20,2024-12-01 15:48:20,2024-12-04 10:48:20,,2024-12-15 03:13:20,COP,col_unique_000264,cartagena,bolivar,130,1.0,96600.0,15600.0,1.0,juguetes,112200.0,1.0,6.0,credito_bnpl
col_order_0000376,col_customer_0000376,delivered,2024-05-02 09:34:44,2024-05-04 07:37:44,2024-05-07 09:37:44,2024-05-20 00:37:44,2024-05-14 09:34:44,COP,col_unique_000265,barranquilla,atlantico,080,1.0,99200.0,21200.0,1.0,mascotas,120400.0,2.0,6.0,tarjeta_credito
col_order_0000377,col_customer_0000377,returned,2024-08-15 01:34:44,2024-08-15 17:22:44,2024-08-18 16:22:44,2024-08-19 17:22:44,2024-08-29 01:34:44,COP,col_unique_000265,barranquilla,atlantico,080,1.0,351500.0,28400.0,1.0,tecnologia,379900.0,1.0,6.0,tarjeta_credito
col_order_0000378,col_customer_0000378,delivered,2024-04-01 21:48:08,2024-04-03 02:05:08,2024-04-04 03:05:08,2024-04-16 15:05:08,2024-04-09 21:48:08,COP,col_unique_000266,chia,cundinamarca,250,1.0,831000.0,39000.0,1.0,celulares,870000.0,1.0,18.0,tarjeta_credito
col_order_0000379,col_customer_0000379,delivered,2024-06-17 03:48:08,2024-06-17 09:14:08,2024-06-18 17:14:08,2024-06-23 15:14:08,2024-06-29 03:48:08,COP,col_unique_000266,chia,cundinamarca,250,5.0,764900.0,85900.0,5.0,hogar,850800.0,1.0,3.0,tarjeta_credito
col_order_0000380,col_customer_0000380,returned,2025-03-14 17:28:30,2025-03-16 16:13:30,2025-03-20 14:13:30,2025-03-23 11:13:30,2025-03-20 17:28:30,COP,col_unique_000267,cali,valle del cauca,760,2.0,711500.0,22700.0,2.0,celulares,751600.0,1.0,1.0,contra_entrega
col_order_0000381,col_customer_0000381,delivered,2024-09-04 01:49:57,2024-09-06 00:03:57,2024-09-07 06:03:57,2024-09-12 03:03:57,2024-09-11 01:49:57,COP,col_unique_000268,medellin,antioquia,050,1.0,116000.0,8500.0,1.0,juguetes,124500.0,1.0,6.0,tarjeta_credito
col_order_0000382,col_customer_0000382,delivered,2025-02-14 11:49:57,2025-02-14 14:55:57,2025-02-17 21:55:57,2025-02-26 02:55:57,2025-02-19 11:49:57,COP,col_unique_000268,medellin,antioquia,050,1.0,89800.0,19700.0,1.0,belleza,109500.0,1.0,12.0,credito_bnpl
col_order_0000383,col_customer_0000383,delivered,2025-04-16 15:49:57,2025-04-17 20:34:57,2025-04-18 22:34:57,2025-04-23 17:34:57,2025-04-22 15:49:57,COP,col_unique_000268,medellin,antioquia,050,1.0,170800.0,23000.0,1.0,accesorios_moto,197400.0,1.0,1.0,contra_entrega
col_order_0000384,col_customer_0000384,delivered,2024-01-13 18:23:32,2024-01-15 15:52:32,2024-01-18 19:52:32,2024-01-30 02:52:32,2024-01-26 18:23:32,COP,col_unique_000269,bogota,bogota d.c.,110,1.0,90900.0,19700.0,1.0,mercado,95700.0,1.0,1.0,transferencia
col_order_0000385,col_customer_0000385,returned,2024-06-22 17:20:37,2024-06-23 08:28:37,2024-06-26 20:28:37,2024-07-06 12:28:37,2024-06-28 17:20:37,COP,col_unique_000270,chia,cundinamarca,250,3.0,961200.0,57000.0,3.0,hogar,1018200.0,1.0,6.0,tarjeta_credito
col_order_0000386,col_customer_0000386,delivered,2025-05-27 14:02:20,2025-05-29 02:36:20,2025-05-31 13:36:20,2025-06-13 04:36:20,2025-06-10 14:02:20,COP,col_unique_000271,bogota,bogota d.c.,,3.0,360200.0,40800.0,3.0,belleza,401000.0,1.0,6.0,tarjeta_credito
col_order_0000387,col_customer_0000387,delivered,2024-07-10 01:57:08,2024-07-10 04:05:08,2024-07-14 03:05:08,2024-07-15 09:05:08,2024-07-15 01:57:08,COP,col_unique_000272,bogota,bogota d.c.,110,1.0,69600.0,11900.0,1.0,mercado,81500.0,1.0,1.0,contra_entrega
col_order_0000388,col_customer_0000388,canceled,2024-10-13 20:57:08,2024-10-13 23:14:08,,,,COP,col_unique_000272,bogota,bogota d.c.,110,1.0,211500.0,13700.0,1.0,hogar,225200.0,1.0,1.0,tarjeta_credito
col_order_0000389,col_customer_0000389,canceled,2024-06-08 14:59:22,2024-06-09 02:07:22,,,,COP,col_unique_000273,medellin,antioquia,050,,,,,,,,,
col_order_0000390,col_customer_0000390,delivered,2024-09-05 20:49:51,2024-09-07 01:43:51,2024-09-10 20:43:51,2024-09-14 23:43:51,2024-09-17 20:49:51,COP,col_unique_000274,bucaramanga,santander,680,1.0,637800.0,53300.0,1.0,celulares,691100.0,1.0,1.0,tarjeta_debito
col_order_0000391,col_customer_0000391,delivered,2025-04-21 11:52:59,2025-04-22 14:54:59,2025-04-26 04:54:59,2025-05-05 20:54:59,2025-05-05 11:52:59,COP,col_unique_000275,villavicencio,meta,500,1.0,229000.0,19200.0,1.0,hogar,248200.0,1.0,1.0,tarjeta_debito
col_order_0000392,col_customer_0000392,delivered,2025-06-07 14:52:59,2025-06-08 00:22:59,2025-06-10 11:22:59,2025-06-16 09:22:59,2025-06-14 14:52:59,COP,col_unique_000275,villavicencio,meta,500,1.0,129000.0,19400.0,1.0,moda,148400.0,1.0,1.0,transferencia
col_order_0000393,col_customer_0000393,canceled,2025-03-16 07:52:25,2025-03-17 05:20:25,,,2025-03-24 07:52:25,COP,col_unique_000276,bogota,bogota d.c.,110,,,,,,,,,
col_order_0000394,col_customer_0000394,delivered,2025-03-01 12:00:24,2025-03-03 04:33:24,2025-03-06 08:33:24,2025-03-16 01:33:24,2025-03-14 12:00:24,COP,col_unique_000277,medellin,antioquia,050,1.0,100300.0,13900.0,1.0,deportes,114200.0,1.0,1.0,transferencia
col_order_0000395,col_customer_0000395,delivered,2024-06-13 11:02:59,2024-06-13 21:04:59,2024-06-16 22:04:59,2024-06-18 18:04:59,2024-06-20 11:02:59,COP,col_unique_000278,armenia,quindio,630,1.0,59400.0,23500.0,1.0,libros,82900.0,1.0,3.0,tarjeta_credito
col_order_0000396,col_customer_0000396,delivered,2024-08-23 08:02:59,2024-08-24 17:26:59,2024-08-26 11:26:59,2024-09-06 02:26:59,2024-08-26 08:02:59,COP,col_unique_000278,armenia,quindio,630,1.0,273600.0,21300.0,1.0,tecnologia,294900.0,1.0,1.0,transferencia
col_order_0000397,col_customer_0000397,delivered,2025-07-07 18:59:38,2025-07-08 20:14:38,2025-07-11 12:14:38,2025-07-17 21:14:38,2025-07-17 18:59:38,COP,col_unique_000279,bucaramanga,santander,,2.0,322400.0,46500.0,2.0,belleza,368900.0,1.0,6.0,credito_bnpl
col_order_0000398,col_customer_0000398,returned,2024-09-06 02:50:59,2024-09-07 11:26:59,2024-09-09 04:26:59,2024-09-16 23:26:59,2024-09-13 02:50:59,COP,col_unique_000280,tunja,boyaca,150,5.0,1103600.0,108500.0,5.0,deportes,1212100.0,1.0,3.0,tarjeta_credito
col_order_0000399,col_customer_0000399,canceled,2024-12-05 10:50:59,2024-12-06 01:57:59,,,2024-12-16 10:50:59,COP,col_unique_000280,tunja,boyaca,150,1.0,140300.0,22200.0,1.0,moda,162500.0,1.0,1.0,tarjeta_debito
col_order_0000400,col_customer_0000400,delivered,2025-01-20 13:50:59,2025-01-21 08:09:59,2025-01-24 01:09:59,2025-01-31 13:09:59,2025-01-29 13:50:59,COP,col_unique_000280,tunja,boyaca,150,1.0,104700.0,11200.0,1.0,belleza,115900.0,1.0,1.0,tarjeta_credito
col_order_0000401,col_customer_0000401,canceled,2025-07-08 07:25:16,2025-07-08 16:48:16,,,2025-07-19 07:25:16,COP,col_unique_000281,medellin,antioquia,050,,,,,,,,,
col_order_0000402,col_customer_0000402,delivered,2024-10-19 20:17:05,2024-10-20 22:02:05,2024-10-22 06:02:05,2024-10-24 04:02:05,2024-10-28 20:17:05,COP,col_unique_000282,santa marta,magdalena,470,2.0,573700.0,66500.0,2.0,celulares,640200.0,2.0,3.0,tarjeta_credito
col_order_0000403,col_customer_0000403,delivered,2024-12-31 15:04:44,2024-12-31 20:17:44,2025-01-01 07:17:44,2025-01-05 02:17:44,2025-01-11 15:04:44,COP,col_unique_000283,cali,valle del cauca,760,1.0,64800.0,18000.0,1.0,mercado,82800.0,1.0,1.0,tarjeta_credito
col_order_0000404,col_customer_0000404,delivered,2024-06-20 16:24:44,2024-06-21 16:43:44,2024-06-23 07:43:44,2024-07-02 02:43:44,2024-06-26 16:24:44,COP,col_unique_000284,cali,valle del cauca,760,1.0,283900.0,15000.0,1.0,hogar,298900.0,1.0,1.0,transferencia
col_order_0000405,col_customer_0000405,delivered,2024-09-30 13:44:43,2024-10-02 00:56:43,2024-10-04 03:56:43,2024-10-15 00:56:43,2024-10-08 13:44:43,COP,col_unique_000285,pereira,unknown,660,3.0,786500.0,80900.0,3.0,celulares,867400.0,1.0,1.0,contra_entrega
col_order_0000406,col_customer_0000406,shipped,2025-03-05 00:31:12,2025-03-06 07:17:12,2025-03-08 03:17:12,,2025-03-12 00:31:12,COP,col_unique_000286,cartagena,bolivar,130,1.0,119800.0,23200.0,1.0,juguetes,143000.0,1.0,1.0,transferencia
col_order_0000407,col_customer_0000407,delivered,2024-04-15 03:28:29,2024-04-15 22:25:29,2024-04-17 23:25:29,2024-04-24 02:25:29,2024-04-21 03:28:29,COP,col_unique_000287,santa marta,magdalena,470,1.0,70500.0,20300.0,1.0,belleza,90800.0,1.0,1.0,tarjeta_credito
col_order_0000408,col_customer_0000408,delivered,2024-07-03 13:28:29,2024-07-04 04:12:29,2024-07-05 18:12:29,2024-07-11 23:12:29,2024-07-10 13:28:29,COP,col_unique_000287,santa marta,magdalena,470,1.0,72700.0,24100.0,1.0,libros,96800.0,1.0,3.0,credito_bnpl
col_order_0000409,col_customer_0000409,delivered,2024-12-09 17:28:29,2024-12-09 23:08:29,2024-12-13 15:08:29,2024-12-17 08:08:29,2024-12-14 17:28:29,COP,col_unique_000287,santa marta,magdalena,470,2.0,781100.0,67800.0,2.0,electrodomesticos,848900.0,1.0,18.0,tarjeta_credito
col_order_0000410,col_customer_0000410,delivered,2025-02-16 00:28:29,2025-02-16 20:14:29,2025-02-17 07:14:29,2025-02-24 16:14:29,2025-02-23 00:28:29,COP,col_unique_000287,santa marta,magdalena,470,1.0,52900.0,26400.0,1.0,libros,79300.0,1.0,1.0,contra_entrega
col_order_0000411,col_customer_0000411,returned,2025-06-11 22:28:29,2025-06-12 06:30:29,2025-06-14 07:30:29,2025-06-26 07:30:29,2025-06-15 22:28:29,COP,col_unique_000287,santa marta,magdalena,470,1.0,620000.0,51700.0,1.0,celulares,671700.0,1.0,12.0,credito_bnpl
