order_id,payment_sequential,payment_type,payment_installments,payment_value,currency
col_order_0001123,1,credito_bnpl,1,160600.00,COP
col_order_0001124,1,tarjeta_credito,1,348900.00,COP
col_order_0001125,1,tarjeta_credito,6,359300.00,COP
col_order_0001126,1,transferencia,1,703100.00,COP
col_order_0001127,1,tarjeta_debito,1,1081400.00,COP
col_order_0001128,1,tarjeta_credito,1,118200.00,COP
col_order_0001129,1,tarjeta_credito,3,698500.00,COP
col_order_0001130,1,tarjeta_credito,1,165700.00,COP
col_order_0001131,1,transferencia,1,754100.00,COP
col_order_0001132,1,contra_entrega,1,125100.00,COP
col_order_0001133,1,tarjeta_credito,1,87000.00,COP
col_order_0001134,1,bono_regalo,1,281200.00,COP
col_order_0001135,1,contra_entrega,1,809700.00,COP
col_order_0001136,1,transferencia,1,171200.00,COP
col_order_0001137,1,tarjeta_debito,1,41800.00,COP
col_order_0001137,2,contra_entrega,1,34600.00,COP
col_order_0001138,1,tarjeta_credito,6,478300.00,COP
col_order_0001139,1,tarjeta_debito,1,145600.00,COP
col_order_0001140,1,tarjeta_credito,6,772300.00,COP
col_order_0001141,1,transferencia,1,1083500.00,COP
col_order_0001142,1,contra_entrega,1,411600.00,COP
col_order_0001143,1,tarjeta_credito,1,89400.00,COP
col_order_0001144,1,contra_entrega,1,313600.00,COP
col_order_0001145,1,contra_entrega,1,110000.00,COP
col_order_0001146,1,bono_regalo,1,267700.00,COP
col_order_0001147,1,tarjeta_credito,12,1051400.00,COP
col_order_0001149,1,contra_entrega,1,402100.00,COP
col_order_0001150,1,contra_entrega,1,1738200.00,COP
col_order_0001151,1,tarjeta_credito,3,142300.00,COP
col_order_0001152,1,tarjeta_debito,1,805200.00,COP
col_order_0001153,1,tarjeta_credito,1,363600.00,COP
col_order_0001154,1,transferencia,1,261800.00,COP
col_order_0001155,1,contra_entrega,1,192700.00,COP
col_order_0001156,1,contra_entrega,1,391000.00,COP
col_order_0001157,1,tarjeta_credito,6,256100.00,COP
col_order_0001158,1,tarjeta_debito,1,766100.00,COP
col_order_0001159,1,transferencia,1,112400.00,COP
col_order_0001160,1,tarjeta_credito,3,174900.00,COP
col_order_0001161,1,tarjeta_debito,1,136300.00,COP
col_order_0001162,1,contra_entrega,1,364300.00,COP
col_order_0001163,1,tarjeta_credito,3,566100.00,COP
col_order_0001164,1,tarjeta_debito,1,161300.00,COP
col_order_0001165,1,bono_regalo,1,169900.00,COP
col_order_0001166,1,tarjeta_credito,6,790200.00,COP
col_order_0001167,1,transferencia,1,370600.00,COP
col_order_0001168,1,transferencia,1,104700.00,COP
col_order_0001168,2,tarjeta_credito,1,208700.00,COP
col_order_0001169,1,tarjeta_credito,1,265900.00,COP
col_order_0001171,1,bono_regalo,1,47900.00,COP
col_order_0001171,2,tarjeta_credito,3,138000.00,COP
col_order_0001172,1,tarjeta_credito,1,160500.00,COP
col_order_0001173,1,tarjeta_credito,1,168000.00,COP
col_order_0001174,1,tarjeta_credito,3,692900.00,COP
col_order_0001175,1,tarjeta_debito,1,146400.00,COP
col_order_0001176,1,tarjeta_debito,1,1158600.00,COP
col_order_0001177,1,tarjeta_credito,12,1648300.00,COP
col_order_0001178,1,transferencia,1,339500.00,COP
col_order_0001178,2,bono_regalo,1,393800.00,COP
col_order_0001179,1,transferencia,1,493100.00,COP
col_order_0001180,1,tarjeta_credito,3,118500.00,COP
col_order_0001181,1,tarjeta_credito,1,199300.00,COP
col_order_0001182,1,credito_bnpl,3,930300.00,COP
col_order_0001183,1,tarjeta_credito,6,1273200.00,COP
col_order_0001184,1,bono_regalo,1,227100.00,COP
col_order_0001185,1,tarjeta_credito,6,212800.00,COP
col_order_0001186,1,tarjeta_credito,1,175100.00,COP
col_order_0001187,1,tarjeta_debito,1,844600.00,COP
col_order_0001188,1,tarjeta_credito,3,662600.00,COP
col_order_0001189,1,tarjeta_credito,1,105900.00,COP
col_order_0001190,1,tarjeta_debito,1,408200.00,COP
col_order_0001191,1,credito_bnpl,3,108500.00,COP
col_order_0001191,2,tarjeta_debito,1,130900.00,COP
col_order_0001192,1,tarjeta_credito,1,164200.00,COP
col_order_0001193,1,transferencia,1,363800.00,COP
col_order_0001194,1,transferencia,1,255600.00,COP
col_order_0001196,1,transferencia,1,106200.00,COP
col_order_0001197,1,tarjeta_debito,1,352800.00,COP
col_order_0001198,1,credito_bnpl,3,129500.00,COP
col_order_0001199,1,transferencia,1,91400.00,COP
col_order_0001200,1,tarjeta_debito,1,597600.00,COP
col_order_0001201,1,tarjeta_credito,1,196800.00,COP
col_order_0001202,1,contra_entrega,1,814000.00,COP
col_order_0001203,1,transferencia,1,131600.00,COP
col_order_0001204,1,tarjeta_credito,3,184400.00,COP
col_order_0001205,1,contra_entrega,1,129200.00,COP
col_order_0001206,1,credito_bnpl,3,136100.00,COP
col_order_0001207,1,tarjeta_debito,1,86200.00,COP
col_order_0001209,1,tarjeta_credito,3,129600.00,COP
col_order_0001211,1,tarjeta_credito,3,390300.00,COP
col_order_0001212,1,tarjeta_credito,12,831900.00,COP
col_order_0001213,1,tarjeta_credito,1,116700.00,COP
col_order_0001214,1,tarjeta_credito,6,537000.00,COP
col_order_0001215,1,tarjeta_debito,1,782700.00,COP
col_order_0001217,1,tarjeta_credito,3,95100.00,COP
col_order_0001217,2,tarjeta_credito,1,173700.00,COP
col_order_0001218,1,tarjeta_credito,6,699500.00,COP
col_order_0001220,1,tarjeta_credito,1,299500.00,COP
col_order_0001221,1,tarjeta_credito,1,408700.00,COP
col_order_0001222,1,transferencia,1,1096200.00,COP
col_order_0001223,1,transferencia,1,95200.00,COP
col_order_0001224,1,tarjeta_credito,6,101600.00,COP
col_order_0001225,1,tarjeta_credito,1,378000.00,COP
col_order_0001226,1,tarjeta_debito,1,496900.00,COP
col_order_0001227,1,transferencia,1,790500.00,COP
col_order_0001228,1,tarjeta_credito,6,449200.00,COP
col_order_0001229,1,tarjeta_credito,1,404800.00,COP
col_order_0001230,1,tarjeta_debito,1,95900.00,COP
col_order_0001231,1,tarjeta_debito,1,79500.00,COP
col_order_0001232,1,contra_entrega,1,129500.00,COP
col_order_0001233,1,tarjeta_credito,1,161200.00,COP
col_order_0001234,1,tarjeta_debito,1,149000.00,COP
col_order_0001235,1,tarjeta_credito,3,281000.00,COP
col_order_0001237,1,tarjeta_credito,3,159000.00,COP
col_order_0001238,1,transferencia,1,528800.00,COP
col_order_0001239,1,tarjeta_credito,3,128400.00,COP
col_order_0001240,1,credito_bnpl,6,859700.00,COP
col_order_0001241,1,tarjeta_credito,6,403600.00,COP
col_order_0001242,1,tarjeta_credito,3,122300.00,COP
col_order_0001243,1,tarjeta_credito,1,423200.00,COP
col_order_0001244,1,tarjeta_credito,1,156900.00,COP
col_order_0001245,1,tarjeta_debito,1,124800.00,COP
col_order_0001246,1,bono_regalo,1,398400.00,COP
col_order_0001247,1,tarjeta_credito,3,261500.00,COP
col_order_0001248,1,transferencia,1,179700.00,COP
col_order_0001251,1,tarjeta_credito,1,120300.00,COP
col_order_0001253,1,transferencia,1,223400.00,COP
col_order_0001254,1,tarjeta_credito,1,255200.00,COP
col_order_0001255,1,tarjeta_credito,1,188100.00,COP
col_order_0001256,1,tarjeta_credito,6,278900.00,COP
col_order_0001257,1,tarjeta_credito,1,1538200.00,COP
col_order_0001258,1,tarjeta_credito,3,1019500.00,COP
col_order_0001259,1,credito_bnpl,6,62000.00,COP
col_order_0001259,2,tarjeta_credito,1,31600.00,COP
col_order_0001260,1,tarjeta_debito,1,237500.00,COP
col_order_0001260,2,credito_bnpl,6,278200.00,COP
col_order_0001262,1,contra_entrega,1,817300.00,COP
col_order_0001263,1,tarjeta_credito,3,275500.00,COP
col_order_0001264,1,tarjeta_credito,12,813600.00,COP
col_order_0001265,1,tarjeta_credito,12,855200.00,COP
col_order_0001266,1,tarjeta_credito,1,108800.00,COP
col_order_0001268,1,tarjeta_credito,6,1268800.00,COP
col_order_0001269,1,tarjeta_debito,1,145400.00,COP
col_order_0001270,1,tarjeta_debito,1,112600.00,COP
col_order_0001271,1,contra_entrega,1,765600.00,COP
col_order_0001273,1,tarjeta_credito,6,1541900.00,COP
col_order_0001274,1,credito_bnpl,12,98800.00,COP
col_order_0001275,1,tarjeta_debito,1,454100.00,COP
col_order_0001276,1,tarjeta_debito,1,673500.00,COP
col_order_0001277,1,tarjeta_credito,1,105000.00,COP
col_order_0001278,1,credito_bnpl,3,275200.00,COP
col_order_0001279,1,contra_entrega,1,960100.00,COP
col_order_0001280,1,transferencia,1,2160900.00,COP
col_order_0001281,1,transferencia,1,205400.00,COP
col_order_0001282,1,tarjeta_credito,6,234900.00,COP
col_order_0001283,1,tarjeta_credito,1,339300.00,COP
col_order_0001284,1,transferencia,1,120200.00,COP
col_order_0001285,1,tarjeta_credito,3,192500.00,COP
col_order_0001286,1,transferencia,1,424400.00,COP
col_order_0001287,1,transferencia,1,131700.00,COP
col_order_0001288,1,contra_entrega,1,576300.00,COP
col_order_0001289,1,tarjeta_credito,1,222200.00,COP
col_order_0001290,1,credito_bnpl,12,235800.00,COP
col_order_0001291,1,tarjeta_debito,1,112900.00,COP
col_order_0001292,1,credito_bnpl,6,148900.00,COP
col_order_0001294,1,tarjeta_credito,3,158200.00,COP
col_order_0001296,1,transferencia,1,394900.00,COP
col_order_0001296,2,tarjeta_debito,1,154000.00,COP
col_order_0001297,1,transferencia,1,100400.00,COP
col_order_0001298,1,tarjeta_credito,3,982900.00,COP
col_order_0001300,1,tarjeta_credito,6,1551500.00,COP
col_order_0001301,1,tarjeta_credito,3,84800.00,COP
col_order_0001302,1,tarjeta_credito,1,219500.00,COP
col_order_0001303,1,credito_bnpl,6,122500.00,COP
col_order_0001303,2,tarjeta_credito,1,53600.00,COP
col_order_0001304,1,contra_entrega,1,204200.00,COP
col_order_0001305,1,transferencia,1,75300.00,COP
col_order_0001306,1,contra_entrega,1,179700.00,COP
col_order_0001307,1,bono_regalo,1,518200.00,COP
col_order_0001308,1,tarjeta_credito,6,989800.00,COP
col_order_0001309,1,transferencia,1,276900.00,COP
col_order_0001310,1,tarjeta_credito,1,90100.00,COP
col_order_0001311,1,tarjeta_credito,12,845200.00,COP
col_order_0001312,1,tarjeta_debito,1,460700.00,COP
col_order_0001313,1,credito_bnpl,3,75900.00,COP
col_order_0001313,2,tarjeta_debito,1,169600.00,COP
col_order_0001314,1,contra_entrega,1,168000.00,COP
col_order_0001315,1,tarjeta_credito,3,170400.00,COP
col_order_0001316,1,transferencia,1,79000.00,COP
col_order_0001317,1,tarjeta_debito,1,108000.00,COP
col_order_0001318,1,tarjeta_credito,6,149300.00,COP
col_order_0001319,1,tarjeta_credito,6,180700.00,COP
col_order_0001320,1,transferencia,1,476600.00,COP
col_order_0001321,1,credito_bnpl,6,306300.00,COP
col_order_0001322,1,transferencia,1,155000.00,COP
col_order_0001323,1,credito_bnpl,3,779900.00,COP
col_order_0001324,1,tarjeta_debito,1,117900.00,COP
col_order_0001325,1,credito_bnpl,6,143100.00,COP
col_order_0001326,1,tarjeta_debito,1,426800.00,COP
col_order_0001327,1,tarjeta_credito,3,103500.00,COP
col_order_0001328,1,transferencia,1,200900.00,COP
col_order_0001329,1,tarjeta_credito,1,140000.00,COP
col_order_0001330,1,tarjeta_credito,1,67600.00,COP
col_order_0001331,1,credito_bnpl,3,147000.00,COP
col_order_0001332,1,bono_regalo,1,656100.00,COP
col_order_0001334,1,transferencia,1,262500.00,COP
col_order_0001335,1,transferencia,1,117300.00,COP
col_order_0001336,1,tarjeta_credito,18,891800.00,COP
col_order_0001337,1,transferencia,1,234200.00,COP
col_order_0001338,1,tarjeta_debito,1,1095900.00,COP
col_order_0001339,1,tarjeta_credito,3,76700.00,COP
col_order_0001340,1,credito_bnpl,6,70600.00,COP
col_order_0001341,1,transferencia,1,158300.00,COP
col_order_0001342,1,tarjeta_credito,12,410500.00,COP
col_order_0001343,1,transferencia,1,87700.00,COP
col_order_0001343,2,tarjeta_credito,1,67200.00,COP
col_order_0001344,1,credito_bnpl,3,652400.00,COP
col_order_0001345,1,tarjeta_debito,1,725400.00,COP
col_order_0001346,1,tarjeta_debito,1,660900.00,COP
col_order_0001347,1,tarjeta_debito,1,1331500.00,COP
col_order_0001349,1,credito_bnpl,3,387700.00,COP
col_order_0001350,1,transferencia,1,324800.00,COP
col_order_0001351,1,tarjeta_credito,6,670300.00,COP
col_order_0001352,1,credito_bnpl,3,172400.00,COP
col_order_0001353,1,bono_regalo,1,950700.00,COP
col_order_0001354,1,tarjeta_credito,6,317000.00,COP
col_order_0001355,1,tarjeta_debito,1,113600.00,COP
col_order_0001356,1,tarjeta_credito,1,103600.00,COP
col_order_0001357,1,credito_bnpl,6,119400.00,COP
col_order_0001358,1,tarjeta_credito,12,1479800.00,COP
col_order_0001359,1,transferencia,1,94000.00,COP
col_order_0001361,1,tarjeta_credito,1,171900.00,COP
col_order_0001362,1,transferencia,1,646800.00,COP
col_order_0001363,1,transferencia,1,1106700.00,COP
col_order_0001364,1,contra_entrega,1,53200.00,COP
col_order_0001364,2,tarjeta_credito,1,48800.00,COP
col_order_0001365,1,credito_bnpl,3,564300.00,COP
col_order_0001365,2,contra_entrega,1,784200.00,COP
col_order_0001366,1,tarjeta_credito,3,650700.00,COP
col_order_0001368,1,tarjeta_debito,1,89600.00,COP
col_order_0001368,2,tarjeta_debito,1,41800.00,COP
col_order_0001369,1,contra_entrega,1,510900.00,COP
col_order_0001369,2,tarjeta_credito,1,196900.00,COP
col_order_0001370,1,tarjeta_credito,3,227600.00,COP
col_order_0001370,2,tarjeta_debito,1,509700.00,COP
col_order_0001371,1,tarjeta_credito,3,160800.00,COP
col_order_0001372,1,tarjeta_credito,3,256200.00,COP
col_order_0001373,1,tarjeta_credito,6,577900.00,COP
col_order_0001374,1,bono_regalo,1,538100.00,COP
col_order_0001376,1,contra_entrega,1,159500.00,COP
col_order_0001377,1,transferencia,1,301000.00,COP
col_order_0001377,2,tarjeta_credito,1,236400.00,COP
col_order_0001378,1,tarjeta_credito,3,471200.00,COP
col_order_0001379,1,tarjeta_debito,1,1070400.00,COP
col_order_0001380,1,tarjeta_credito,1,90600.00,COP
col_order_0001380,2,tarjeta_credito,1,45900.00,COP
col_order_0001381,1,contra_entrega,1,337800.00,COP
col_order_0001382,1,bono_regalo,1,146100.00,COP
col_order_0001383,1,credito_bnpl,12,268100.00,COP
col_order_0001384,1,tarjeta_debito,1,296500.00,COP
col_order_0001385,1,transferencia,1,80000.00,COP
col_order_0001386,1,transferencia,1,57500.00,COP
col_order_0001387,1,tarjeta_credito,3,124600.00,COP
col_order_0001388,1,tarjeta_debito,1,724400.00,COP
col_order_0001389,1,tarjeta_debito,1,868900.00,COP
col_order_0001390,1,tarjeta_debito,1,1126600.00,COP
col_order_0001391,1,tarjeta_credito,3,183500.00,COP
col_order_0001392,1,contra_entrega,1,3036600.00,COP
col_order_0001394,1,tarjeta_debito,1,107000.00,COP
col_order_0001395,1,tarjeta_credito,1,224800.00,COP
col_order_0001396,1,contra_entrega,1,658000.00,COP
col_order_0001397,1,tarjeta_credito,1,327000.00,COP
col_order_0001398,1,tarjeta_credito,6,486200.00,COP
col_order_0001399,1,transferencia,1,204300.00,COP
col_order_0001400,1,tarjeta_debito,1,255000.00,COP
col_order_0001401,1,bono_regalo,1,575700.00,COP
col_order_0001402,1,transferencia,1,92900.00,COP
col_order_0001403,1,tarjeta_debito,1,116400.00,COP
col_order_0001404,1,tarjeta_credito,3,351300.00,COP
col_order_0001405,1,transferencia,1,192700.00,COP
col_order_0001406,1,tarjeta_credito,3,136100.00,COP
col_order_0001407,1,tarjeta_credito,1,107800.00,COP
col_order_0001408,1,tarjeta_credito,6,768500.00,COP
col_order_0001409,1,tarjeta_credito,6,820800.00,COP
col_order_0001410,1,tarjeta_credito,1,131700.00,COP
col_order_0001411,1,credito_bnpl,6,415800.00,COP
col_order_0001412,1,tarjeta_debito,1,883800.00,COP
col_order_0001413,1,tarjeta_credito,1,267300.00,COP
col_order_0001414,1,tarjeta_credito,6,411500.00,COP
col_order_0001415,1,tarjeta_debito,1,174100.00,COP
col_order_0001416,1,tarjeta_credito,1,95400.00,COP
col_order_0001417,1,tarjeta_credito,6,1542300.00,COP
col_order_0001419,1,tarjeta_credito,1,169500.00,COP
col_order_0001420,1,contra_entrega,1,83200.00,COP
col_order_0001420,2,tarjeta_credito,1,69100.00,COP
col_order_0001421,1,transferencia,1,247100.00,COP
col_order_0001422,1,transferencia,1,420300.00,COP
col_order_0001423,1,tarjeta_debito,1,1036500.00,COP
col_order_0001424,1,tarjeta_credito,1,92400.00,COP
col_order_0001424,2,transferencia,1,45400.00,COP
col_order_0001425,1,transferencia,1,147300.00,COP
col_order_0001426,1,tarjeta_debito,1,425000.00,COP
col_order_0001427,1,tarjeta_credito,1,752800.00,COP
col_order_0001428,1,bono_regalo,1,601700.00,COP
col_order_0001429,1,tarjeta_credito,6,559000.00,COP
col_order_0001430,1,tarjeta_credito,18,1853900.00,COP
col_order_0001432,1,tarjeta_debito,1,105000.00,COP
col_order_0001433,1,tarjeta_credito,12,319400.00,COP
col_order_0001434,1,tarjeta_credito,1,504800.00,COP
col_order_0001435,1,contra_entrega,1,939500.00,COP
col_order_0001436,1,tarjeta_credito,3,466000.00,COP
col_order_0001437,1,tarjeta_debito,1,1367200.00,COP
col_order_0001438,1,tarjeta_credito,3,200800.00,COP
col_order_0001439,1,tarjeta_credito,6,850700.00,COP
col_order_0001440,1,tarjeta_credito,6,432400.00,COP
col_order_0001441,1,tarjeta_credito,1,785000.00,COP
col_order_0001442,1,tarjeta_credito,3,93100.00,COP
col_order_0001444,1,tarjeta_credito,3,139700.00,COP
col_order_0001446,1,tarjeta_debito,,381700.00,COP
col_order_0001447,1,tarjeta_credito,1,173100.00,COP
col_order_0001448,1,tarjeta_credito,1,148300.00,COP
col_order_0001449,1,tarjeta_credito,6,307400.00,COP
col_order_0001450,1,contra_entrega,1,109800.00,COP
col_order_0001451,1,tarjeta_credito,12,709300.00,COP
col_order_0001452,1,tarjeta_debito,1,278700.00,COP
col_order_0001453,1,bono_regalo,1,73200.00,COP
col_order_0001454,1,tarjeta_credito,3,98400.00,COP
col_order_0001455,1,transferencia,1,1565100.00,COP
col_order_0001456,1,contra_entrega,1,324600.00,COP
col_order_0001457,1,tarjeta_credito,3,720100.00,COP
col_order_0001458,1,contra_entrega,1,1446800.00,COP
col_order_0001459,1,transferencia,1,261000.00,COP
col_order_0001460,1,transferencia,1,872300.00,COP
col_order_0001461,1,tarjeta_debito,1,104600.00,COP
col_order_0001462,1,tarjeta_credito,3,580100.00,COP
col_order_0001464,1,contra_entrega,1,114000.00,COP
col_order_0001465,1,credito_bnpl,3,471100.00,COP
col_order_0001466,1,tarjeta_credito,3,86600.00,COP
col_order_0001467,1,tarjeta_credito,1,215200.00,COP
col_order_0001468,1,tarjeta_credito,3,79900.00,COP
col_order_0001468,2,credito_bnpl,3,89800.00,COP
col_order_0001469,1,tarjeta_credito,1,157900.00,COP
col_order_0001470,1,tarjeta_credito,3,200300.00,COP
col_order_0001470,2,credito_bnpl,6,373900.00,COP
col_order_0001471,1,tarjeta_credito,1,201800.00,COP
col_order_0001472,1,contra_entrega,1,251100.00,COP
col_order_0001473,1,tarjeta_credito,1,182300.00,COP
col_order_0001474,1,contra_entrega,1,470800.00,COP
col_order_0001475,1,transferencia,1,776500.00,COP
col_order_0001476,1,contra_entrega,1,271500.00,COP
col_order_0001477,1,tarjeta_credito,6,1733500.00,COP
col_order_0001478,1,transferencia,1,170100.00,COP
col_order_0001479,1,tarjeta_credito,6,288700.00,COP
col_order_0001480,1,transferencia,1,264900.00,COP
col_order_0001480,2,tarjeta_credito,3,138200.00,COP
col_order_0001481,1,tarjeta_debito,1,165000.00,COP
col_order_0001482,1,tarjeta_credito,6,107500.00,COP
col_order_0001483,1,transferencia,1,407500.00,COP
col_order_0001485,1,credito_bnpl,3,295500.00,COP
col_order_0001486,1,tarjeta_credito,12,558000.00,COP
col_order_0001487,1,contra_entrega,1,94600.00,COP
col_order_0001487,2,tarjeta_debito,1,49300.00,COP
col_order_0001488,1,credito_bnpl,3,177900.00,COP
col_order_0001489,1,tarjeta_credito,1,148100.00,COP
col_order_0001490,1,tarjeta_credito,1,235900.00,COP
col_order_0001492,1,tarjeta_credito,3,344800.00,COP
col_order_0001493,1,credito_bnpl,3,215000.00,COP
col_order_0001494,1,contra_entrega,1,274300.00,COP
col_order_0001494,2,transferencia,1,138700.00,COP
col_order_0001495,1,transferencia,1,286900.00,COP
col_order_0001496,1,tarjeta_credito,12,2319500.00,COP
col_order_0001498,1,credito_bnpl,1,576100.00,COP
col_order_0001499,1,tarjeta_credito,1,165600.00,COP
col_order_0001500,1,tarjeta_credito,6,317400.00,COP
col_order_0001501,1,credito_bnpl,3,245800.00,COP
col_order_0001502,1,tarjeta_debito,1,304900.00,COP
col_order_0001503,1,contra_entrega,1,91800.00,COP
col_order_0001504,1,contra_entrega,1,59600.00,COP
col_order_0001504,2,tarjeta_debito,1,60700.00,COP
col_order_0001505,1,contra_entrega,1,140800.00,COP
col_order_0001506,1,tarjeta_credito,3,566800.00,COP
col_order_0001507,1,tarjeta_debito,1,637800.00,COP
col_order_0001508,1,tarjeta_credito,6,35800.00,COP
col_order_0001508,2,tarjeta_credito,6,40300.00,COP
col_order_0001509,1,tarjeta_debito,1,177000.00,COP
col_order_0001510,1,transferencia,1,635200.00,COP
col_order_0001512,1,tarjeta_debito,1,284900.00,COP
col_order_0001513,1,tarjeta_credito,1,81400.00,COP
col_order_0001513,2,transferencia,1,90500.00,COP
col_order_0001514,1,credito_bnpl,6,563600.00,COP
col_order_0001515,1,tarjeta_debito,1,389800.00,COP
col_order_0001516,1,tarjeta_credito,1,214100.00,COP
col_order_0001517,1,tarjeta_credito,1,76300.00,COP
col_order_0001518,1,tarjeta_credito,12,658300.00,COP
col_order_0001519,1,tarjeta_debito,,477000.00,COP
col_order_0001520,1,tarjeta_credito,6,522000.00,COP
col_order_0001521,1,contra_entrega,1,42100.00,COP
col_order_0001521,2,transferencia,1,43200.00,COP
col_order_0001522,1,tarjeta_credito,6,848700.00,COP
col_order_0001523,1,tarjeta_credito,6,168900.00,COP
col_order_0001524,1,tarjeta_credito,1,234300.00,COP
col_order_0001525,1,tarjeta_credito,12,619300.00,COP
col_order_0001526,1,tarjeta_debito,1,241800.00,COP
col_order_0001527,1,tarjeta_credito,1,137600.00,COP
col_order_0001528,1,tarjeta_debito,1,358800.00,COP
col_order_0001529,1,transferencia,1,411200.00,COP
col_order_0001531,1,transferencia,1,795000.00,COP
col_order_0001532,1,tarjeta_credito,1,131000.00,COP
col_order_0001533,1,tarjeta_credito,6,241100.00,COP
col_order_0001534,1,transferencia,1,270100.00,COP
col_order_0001535,1,contra_entrega,1,102500.00,COP
col_order_0001536,1,tarjeta_debito,1,103800.00,COP
col_order_0001538,1,tarjeta_debito,1,364200.00,COP
col_order_0001539,1,tarjeta_credito,3,1658400.00,COP
col_order_0001540,1,tarjeta_credito,1,163300.00,COP
col_order_0001541,1,tarjeta_debito,1,1043400.00,COP
col_order_0001542,1,tarjeta_credito,1,255400.00,COP
col_order_0001543,1,tarjeta_credito,3,707300.00,COP
col_order_0001544,1,tarjeta_debito,1,594300.00,COP
col_order_0001545,1,tarjeta_credito,3,132600.00,COP
col_order_0001546,1,transferencia,1,99600.00,COP
col_order_0001547,1,tarjeta_credito,3,606800.00,COP
col_order_0001549,1,bono_regalo,1,263800.00,COP
col_order_0001551,1,contra_entrega,1,78200.00,COP
col_order_0001551,2,tarjeta_debito,1,153300.00,COP
col_order_0001552,1,credito_bnpl,6,107200.00,COP
col_order_0001553,1,tarjeta_credito,1,124900.00,COP
col_order_0001554,1,tarjeta_debito,1,734000.00,COP
col_order_0001556,1,tarjeta_credito,3,141000.00,COP
col_order_0001557,1,tarjeta_debito,1,120600.00,COP
col_order_0001558,1,tarjeta_debito,1,926900.00,COP
col_order_0001560,1,tarjeta_credito,1,216700.00,COP
col_order_0001561,1,tarjeta_debito,1,100600.00,COP
col_order_0001562,1,contra_entrega,1,194500.00,COP
col_order_0001563,1,tarjeta_credito,1,121200.00,COP
col_order_0001564,1,contra_entrega,1,109200.00,COP
col_order_0001566,1,tarjeta_debito,1,291900.00,COP
col_order_0001567,1,tarjeta_credito,1,44800.00,COP
col_order_0001567,2,tarjeta_debito,1,31600.00,COP
col_order_0001568,1,tarjeta_credito,1,122000.00,COP
col_order_0001570,1,transferencia,1,208600.00,COP
col_order_0001571,1,tarjeta_credito,6,65200.00,COP
col_order_0001571,2,tarjeta_credito,6,28700.00,COP
col_order_0001572,1,tarjeta_debito,1,225100.00,COP
col_order_0001573,1,,3,497900.00,COP
col_order_0001574,1,tarjeta_credito,3,145600.00,COP
col_order_0001575,1,tarjeta_credito,3,130900.00,COP
col_order_0001576,1,tarjeta_debito,1,879600.00,COP
col_order_0001577,1,transferencia,1,80900.00,COP
col_order_0001577,2,tarjeta_credito,1,51000.00,COP
col_order_0001578,1,tarjeta_credito,1,117300.00,COP
col_order_0001579,1,credito_bnpl,3,89900.00,COP
col_order_0001580,1,contra_entrega,1,311500.00,COP
col_order_0001581,1,credito_bnpl,6,93600.00,COP
col_order_0001583,1,tarjeta_credito,6,540200.00,COP
col_order_0001584,1,tarjeta_credito,1,370300.00,COP
col_order_0001585,1,bono_regalo,1,279400.00,COP
col_order_0001586,1,transferencia,1,269600.00,COP
col_order_0001587,1,transferencia,1,187100.00,COP
col_order_0001588,1,credito_bnpl,6,1108500.00,COP
col_order_0001589,1,tarjeta_credito,6,607500.00,COP
col_order_0001590,1,tarjeta_credito,1,473900.00,COP
col_order_0001591,1,tarjeta_debito,1,1074800.00,COP
col_order_0001592,1,transferencia,1,612100.00,COP
col_order_0001593,1,tarjeta_credito,6,966500.00,COP
col_order_0001594,1,credito_bnpl,3,269700.00,COP
col_order_0001595,1,transferencia,1,100800.00,COP
col_order_0001596,1,credito_bnpl,3,196800.00,COP
col_order_0001597,1,tarjeta_credito,1,146600.00,COP
col_order_0001598,1,tarjeta_debito,1,24600.00,COP
col_order_0001598,2,tarjeta_credito,3,41200.00,COP
col_order_0001599,1,tarjeta_credito,1,216800.00,COP
col_order_0001600,1,tarjeta_credito,3,119800.00,COP
col_order_0001601,1,tarjeta_debito,1,1352900.00,COP
col_order_0001603,1,tarjeta_credito,1,147400.00,COP
col_order_0001604,1,bono_regalo,1,65800.00,COP
col_order_0001604,2,tarjeta_debito,1,45800.00,COP
col_order_0001605,1,tarjeta_credito,6,638200.00,COP
col_order_0001606,1,credito_bnpl,6,623600.00,COP
col_order_0001607,1,tarjeta_credito,6,773100.00,COP
col_order_0001608,1,tarjeta_debito,1,288400.00,COP
col_order_0001609,1,tarjeta_debito,1,270500.00,COP
col_order_0001610,1,tarjeta_credito,1,134200.00,COP
col_order_0001611,1,contra_entrega,1,1334200.00,COP
col_order_0001612,1,tarjeta_debito,1,185700.00,COP
col_order_0001613,1,tarjeta_debito,1,624000.00,COP
col_order_0001614,1,tarjeta_credito,6,1657700.00,COP
col_order_0001615,1,tarjeta_credito,3,190900.00,COP
col_order_0001616,1,tarjeta_credito,6,944700.00,COP
col_order_0001617,1,tarjeta_credito,1,211500.00,COP
col_order_0001618,1,contra_entrega,1,429200.00,COP
col_order_0001619,1,credito_bnpl,6,53100.00,COP
col_order_0001619,2,contra_entrega,1,97700.00,COP
col_order_0001620,1,transferencia,1,989400.00,COP
col_order_0001621,1,tarjeta_credito,1,88800.00,COP
col_order_0001622,1,transferencia,1,683600.00,COP
col_order_0001623,1,transferencia,1,299700.00,COP
col_order_0001624,1,tarjeta_credito,3,158000.00,COP
