customer_id,customer_unique_id,customer_city,customer_department,customer_postal_code_prefix
col_customer_0004979,col_unique_003502,Medellin,Antioquia,050
col_customer_0004980,col_unique_003503,Barranquilla,Atlantico,080
col_customer_0004981,col_unique_003504,Cartagena,Bolivar,130
col_customer_0004982,col_unique_003505,Bogota, Bogota D.C.,110
col_customer_0004983,col_unique_003505,Bogota,Bogota D.C.,110
col_customer_0004984,col_unique_003505,Bogota,Bogota D.C.,110
col_customer_0004985,col_unique_003505,Bogota,Bogota D.C.,110
col_customer_0004986,col_unique_003505,Bogota,Bogota D.C.,110
col_customer_0004987,col_unique_003505,Bogota,Bogota D.C.,110
col_customer_0004988,col_unique_003505,Bogota,Bogota D.C.,110
col_customer_0004989,col_unique_003506,Bogota,Bogota D.C.,110
col_customer_0004990,col_unique_003507,Manizales,Caldas,170
col_customer_0004991,col_unique_003508,Bogota,Bogota D.C.,110
col_customer_0004992,col_unique_003509,Pasto,  Narino  ,520
col_customer_0004993,col_unique_003510,medellin,Antioquia,050
col_customer_0004994,col_unique_003511,Ibague,Tolima,730
col_customer_0004995,col_unique_003512,Chia,Cundinamarca,250
col_customer_0004996,col_unique_003513,Bogota,Bogota D.C.,110
col_customer_0004997,col_unique_003513,  Bogota  ,Bogota D.C.,110
col_customer_0004998,col_unique_003514,Cali,Valle del Cauca,760
col_customer_0004999,col_unique_003515,Cali,VALLE DEL CAUCA,760
col_customer_0005000,col_unique_003516,Pereira,Risaralda,660
col_customer_0005001,col_unique_003517,  Bogota  ,Bogota D.C.,110
col_customer_0005002,col_unique_003518,Bogota,Bogota D.C.,110
col_customer_0005003,col_unique_003518,Bogota,Bogota D.C.,110
col_customer_0005004,col_unique_003519,Medellin,Antioquia,050
col_customer_0005005,col_unique_003520,Pereira,Risaralda,660
col_customer_0005006,col_unique_003520,Pereira,Risaralda,660
col_customer_0005007,col_unique_003521,  Villavicencio  ,Meta,500
col_customer_0005008,col_unique_003522,Pereira,Risaralda,660
col_customer_0005009,col_unique_003523,Cartagena,Bolivar,130
col_customer_0005010,col_unique_003524,Bogota,Bogota D.C.,110
col_customer_0005011,col_unique_003525,Cartagena,Bolivar,130
col_customer_0005012,col_unique_003525,Cartagena,Bolivar,130
col_customer_0005013,col_unique_003525,Cartagena,Bolivar,130
col_customer_0005014,col_unique_003525,Cartagena,Bolivar,130
col_customer_0005015,col_unique_003526,Bogota,Bogota D.C.,110
col_customer_0005016,col_unique_003527,Medellin,Antioquia,050
col_customer_0005017,col_unique_003528,Chia,Cundinamarca,250
col_customer_0005018,col_unique_003529,Santa Marta,Magdalena,470
col_customer_0005019,col_unique_003530,Barranquilla,Atlantico,080
col_customer_0005020,col_unique_003530,Barranquilla,Atlantico,080
col_customer_0005021,col_unique_003530,Barranquilla ,Atlantico,080
col_customer_0005022,col_unique_003531,Chia,Cundinamarca,250
col_customer_0005023,col_unique_003532,  Medellin  ,Antioquia,050
col_customer_0005024,col_unique_003533,Cali,Valle del Cauca,760
col_customer_0005025,col_unique_003534,Bucaramanga,Santander,680
col_customer_0005026,col_unique_003535,Tunja, Boyaca,150
col_customer_0005027,col_unique_003536,cali,Valle del Cauca,760
col_customer_0005028,col_unique_003537,Cartagena,Bolivar,130
col_customer_0005029,col_unique_003538,Armenia,quindio,630
col_customer_0005030,col_unique_003538,armenia,Quindio,630
col_customer_0005031,col_unique_003539,Medellin,Antioquia,050
col_customer_0005032,col_unique_003540,Cali,Valle del Cauca,760
col_customer_0005033,col_unique_003540,Cali,Valle del Cauca ,760
col_customer_0005034,col_unique_003540,Cali,Valle del Cauca ,760
col_customer_0005035,col_unique_003540,Cali,Valle del Cauca,760
col_customer_0005036,col_unique_003541,Cartagena,Bolivar,130
col_customer_0005037,col_unique_003542,Bogota,Bogota D.C.,110
col_customer_0005038,col_unique_003543, Monteria,Cordoba,230
col_customer_0005039,col_unique_003544,Cucuta,Norte de Santander,540
col_customer_0005040,col_unique_003545,Bogota,Bogota D.C.,110
col_customer_0005041,col_unique_003546,Medellin,antioquia,050
col_customer_0005042,col_unique_003547,Medellin,Antioquia,050
col_customer_0005043,col_unique_003548,Bogota,Bogota D.C.,110
col_customer_0005044,col_unique_003549,Tunja,Boyaca,150
col_customer_0005045,col_unique_003550,Bogota,Bogota D.C.,110
col_customer_0005046,col_unique_003551,Chia,Cundinamarca,250
col_customer_0005047,col_unique_003552, Chia,Cundinamarca ,250
col_customer_0005048,col_unique_003552,Chia,Cundinamarca,250
col_customer_0005049,col_unique_003553,Bogota,Bogota D.C.,110
col_customer_0005050,col_unique_003554,Cartagena,Bolivar,130
col_customer_0005051,col_unique_003554,Cartagena,Bolivar,130
col_customer_0005052,col_unique_003555,Bogota,Bogota D.C.,110
col_customer_0005053,col_unique_003556,Medellin,Antioquia,050
col_customer_0005054,col_unique_003557,Pasto,Narino,520
col_customer_0005055,col_unique_003558,Bogota,Bogota D.C.,
col_customer_0005056,col_unique_003559,Cartagena,Bolivar,130
col_customer_0005057,col_unique_003560,Cartagena,Bolivar,130
col_customer_0005058,col_unique_003560,Cartagena,Bolivar,130
col_customer_0005059,col_unique_003561,BOGOTA,Bogota D.C.,110
col_customer_0005060,col_unique_003562,Bucaramanga,Santander,680
col_customer_0005061,col_unique_003563,Medellin,,050
col_customer_0005062,col_unique_003564,Valledupar,Cesar,200
col_customer_0005063,col_unique_003565,Cartagena,Bolivar,130
col_customer_0005064,col_unique_003566,Medellin,Antioquia,050
col_customer_0005065,col_unique_003567,Pereira,Risaralda,660
col_customer_0005066,col_unique_003568,Medellin,Antioquia,050
col_customer_0005067,col_unique_003569,Popayan,Cauca,190
col_customer_0005068,col_unique_003570,Medellin,Antioquia,050
col_customer_0005069,col_unique_003571,Cali,Valle del Cauca,760
col_customer_0005070,col_unique_003572,Santa Marta,Magdalena,470
col_customer_0005071,col_unique_003572,Santa Marta,Magdalena,470
col_customer_0005072,col_unique_003573,Bucaramanga,Santander,680
col_customer_0005073,col_unique_003574,Bogota,Bogota D.C.,110
col_customer_0005074,col_unique_003575,Tunja,Boyaca,150
col_customer_0005075,col_unique_003576,Cartagena,Bolivar,130
col_customer_0005076,col_unique_003577,Barranquilla,Atlantico,080
col_customer_0005077,col_unique_003578,Pasto,Narino,520
col_customer_0005078,col_unique_003579,Chia,Cundinamarca,250
col_customer_0005079,col_unique_003579,Chia,Cundinamarca,250
col_customer_0005080,col_unique_003580,Cartagena,Bolivar,130
col_customer_0005081,col_unique_003581,Bucaramanga,Santander,680
col_customer_0005082,col_unique_003582,Ibague,Tolima,730
col_customer_0005083,col_unique_003583,Armenia,Quindio,630
col_customer_0005084,col_unique_003584,Medellin,Antioquia,050
col_customer_0005085,col_unique_003584,Medellin,Antioquia ,050
col_customer_0005086,col_unique_003584,Medellin,Antioquia,050
col_customer_0005087,col_unique_003585,Bogota,Bogota D.C.,110
col_customer_0005088,col_unique_003586,Bucaramanga,Santander,680
col_customer_0005089,col_unique_003586,Bucaramanga,santander,680
col_customer_0005090,col_unique_003587,Bogota,Bogota D.C.,110
col_customer_0005091,col_unique_003588,Neiva,Huila,410
col_customer_0005092,col_unique_003589,Bogota,Bogota D.C.,110
col_customer_0005093,col_unique_003590,Medellin,Antioquia,050
col_customer_0005094,col_unique_003591,Bogota,Bogota D.C.,110
col_customer_0005095,col_unique_003592, Medellin,Antioquia,050
col_customer_0005096,col_unique_003593,Tunja,Boyaca,150
col_customer_0005097,col_unique_003594,Cali,Valle del Cauca,760
col_customer_0005098,col_unique_003595,Cucuta,Norte de Santander,540
col_customer_0005099,col_unique_003596,MEDELLIN,Antioquia,050
col_customer_0005100,col_unique_003596,Medellin,Antioquia,050
col_customer_0005101,col_unique_003597,Pereira ,Risaralda,660
col_customer_0005102,col_unique_003598,Cartagena,Bolivar,130
col_customer_0005103,col_unique_003599,Cali,Valle del Cauca,760
col_customer_0005104,col_unique_003600,Bogota,Bogota D.C.,110
col_customer_0005105,col_unique_003601,Cucuta,Norte de Santander,540
col_customer_0005106,col_unique_003602,Barranquilla,Atlantico,080
col_customer_0005107,col_unique_003602,Barranquilla,Atlantico,080
col_customer_0005108,col_unique_003602,Barranquilla,Atlantico,080
col_customer_0005109,col_unique_003602,Barranquilla,Atlantico ,080
col_customer_0005110,col_unique_003602,Barranquilla,Atlantico,080
col_customer_0005111,col_unique_003603,Santa Marta ,Magdalena,470
col_customer_0005112,col_unique_003604,Medellin,Antioquia,050
col_customer_0005113,col_unique_003604,Medellin,Antioquia,050
col_customer_0005114,col_unique_003604,Medellin,Antioquia,050
col_customer_0005115,col_unique_003604,  Medellin  ,Antioquia,050
col_customer_0005116,col_unique_003605,Cali,Valle del Cauca,760
col_customer_0005117,col_unique_003606,Bogota,Bogota D.C.,110
col_customer_0005118,col_unique_003607,Neiva,Huila ,410
col_customer_0005119,col_unique_003608,,Norte de Santander,540
col_customer_0005120,col_unique_003609,Cali ,Valle del Cauca,760
col_customer_0005121,col_unique_003610,Ibague,Tolima,730
col_customer_0005122,col_unique_003611,Cali,Valle del Cauca,760
col_customer_0005123,col_unique_003612,Cali,Valle del Cauca,760
col_customer_0005124,col_unique_003613,Medellin,Antioquia,050
col_customer_0005125,col_unique_003614,Ibague,Tolima,730
col_customer_0005126,col_unique_003615,Bogota,Bogota D.C.,110
col_customer_0005127,col_unique_003615,Bogota,Bogota D.C.,110
col_customer_0005128,col_unique_003616,Armenia,Quindio,630
col_customer_0005129,col_unique_003617,Neiva,Huila,410
col_customer_0005130,col_unique_003618,Ibague,Tolima,730
col_customer_0005131,col_unique_003619,Ibague,Tolima,730
col_customer_0005132,col_unique_003620,VILLAVICENCIO,Meta,500
col_customer_0005133,col_unique_003621,Bogota,Bogota D.C.,110
col_customer_0005134,col_unique_003621,Bogota,Bogota D.C.,110
col_customer_0005135,col_unique_003621,Bogota,Bogota D.C.,110
col_customer_0005136,col_unique_003622,Bogota,Bogota D.C.,110
col_customer_0005137,col_unique_003623,Bucaramanga,Santander,680
col_customer_0005138,col_unique_003624,Medellin,antioquia,050
col_customer_0005139,col_unique_003624,Medellin,Antioquia,050
col_customer_0005140,col_unique_003625,Bucaramanga,Santander,680
col_customer_0005141,col_unique_003626,Cartagena,Bolivar,130
col_customer_0005142,col_unique_003627,Barranquilla,Atlantico,080
col_customer_0005143,col_unique_003628,Ibague,Tolima,730
col_customer_0005144,col_unique_003629,Bogota, Bogota D.C.,110
col_customer_0005145,col_unique_003629,bogota,Bogota D.C.,
col_customer_0005146,col_unique_003630,Villavicencio,Meta,500
col_customer_0005147,col_unique_003630,Villavicencio,  Meta  ,500
col_customer_0005148,col_unique_003631,  Bogota  ,Bogota D.C.,110
col_customer_0005149,col_unique_003632,bogota,Bogota D.C.,110
col_customer_0005150,col_unique_003633,Ibague,Tolima,730
col_customer_0005151,col_unique_003634,Bogota,Bogota D.C.,110
col_customer_0005152,col_unique_003634,BOGOTA,Bogota D.C.,110
col_customer_0005153,col_unique_003635,Medellin,Antioquia,050
col_customer_0005154,col_unique_003635,medellin,Antioquia,050
col_customer_0005155,col_unique_003636,Armenia,Quindio,630
col_customer_0005156,col_unique_003636,Armenia ,quindio,630
col_customer_0005157,col_unique_003637,Santa Marta,magdalena,470
col_customer_0005158,col_unique_003638,Medellin,Antioquia,050
col_customer_0005159,col_unique_003639,Bogota,Bogota D.C.,110
col_customer_0005160,col_unique_003639,Bogota,Bogota D.C.,110
col_customer_0005161,col_unique_003639, Bogota,Bogota D.C.,110
col_customer_0005162,col_unique_003640,Santa Marta,Magdalena,470
col_customer_0005163,col_unique_003640,Santa Marta,Magdalena,470
col_customer_0005164,col_unique_003641,Santa Marta,Magdalena,470
col_customer_0005165,col_unique_003642,Bogota,Bogota D.C.,110
col_customer_0005166,col_unique_003643,Medellin,Antioquia,050
col_customer_0005167,col_unique_003644, Medellin,Antioquia,050
col_customer_0005168,col_unique_003645,Cartagena,Bolivar,130
col_customer_0005169,col_unique_003646,SANTA MARTA, Magdalena,470
col_customer_0005170,col_unique_003647,Manizales,Caldas,170
col_customer_0005171,col_unique_003648,Cali,Valle del Cauca,760
col_customer_0005172,col_unique_003649,Santa Marta,Magdalena,470
col_customer_0005173,col_unique_003650,Barranquilla,Atlantico,
col_customer_0005174,col_unique_003651,Pasto,NARINO,520
col_customer_0005175,col_unique_003652,Cartagena,Bolivar,130
col_customer_0005176,col_unique_003652,Cartagena,  Bolivar  ,130
col_customer_0005177,col_unique_003653,Medellin,Antioquia,050
col_customer_0005178,col_unique_003653,Medellin,Antioquia,050
col_customer_0005179,col_unique_003653,Medellin,Antioquia,050
col_customer_0005180,col_unique_003654, Bucaramanga,Santander,680
col_customer_0005181,col_unique_003655,Cali,Valle del Cauca,760
col_customer_0005182,col_unique_003656,Cali,Valle del Cauca,760
col_customer_0005183,col_unique_003657,Medellin,Antioquia,050
col_customer_0005184,col_unique_003658,Cartagena,Bolivar,130
col_customer_0005185,col_unique_003658,Cartagena,Bolivar,130
col_customer_0005186,col_unique_003659,Ibague,Tolima,730
col_customer_0005187,col_unique_003659,Ibague,Tolima,730
col_customer_0005188,col_unique_003659,Ibague,Tolima,730
col_customer_0005189,col_unique_003659,Ibague,Tolima,730
col_customer_0005190,col_unique_003660,Medellin, Antioquia,050
col_customer_0005191,col_unique_003661,Cali,Valle del Cauca,760
col_customer_0005192,col_unique_003661,Cali,Valle del Cauca,760
col_customer_0005193,col_unique_003662,Cucuta,Norte de Santander,540
col_customer_0005194,col_unique_003663,Barranquilla,Atlantico,
col_customer_0005195,col_unique_003664,Cali,Valle del Cauca,760
col_customer_0005196,col_unique_003665,Barranquilla,Atlantico,080
col_customer_0005197,col_unique_003666,medellin,Antioquia,050
col_customer_0005198,col_unique_003666,Medellin,Antioquia,050
col_customer_0005199,col_unique_003667,Armenia,Quindio,630
col_customer_0005200,col_unique_003667,Armenia,Quindio,630
col_customer_0005201,col_unique_003668,Cartagena,Bolivar,130
col_customer_0005202,col_unique_003669,Cali,Valle del Cauca,760
col_customer_0005203,col_unique_003670,Cali,Valle del Cauca,760
col_customer_0005204,col_unique_003670,Cali,Valle del Cauca,760
col_customer_0005205,col_unique_003670,Cali,Valle del Cauca,760
col_customer_0005206,col_unique_003670,Cali,Valle del Cauca,760
col_customer_0005207,col_unique_003671,Cartagena,Bolivar,130
col_customer_0005208,col_unique_003672,Cali,Valle del Cauca,760
col_customer_0005209,col_unique_003673,Medellin,ANTIOQUIA,050
col_customer_0005210,col_unique_003673,Medellin, Antioquia,050
col_customer_0005211,col_unique_003673,Medellin,,050
col_customer_0005212,col_unique_003674,Cali,Valle del Cauca ,760
col_customer_0005213,col_unique_003675,Neiva,Huila,410
col_customer_0005214,col_unique_003675,Neiva,Huila,410
col_customer_0005215,col_unique_003676,Bogota,Bogota D.C.,110
col_customer_0005216,col_unique_003676,Bogota,Bogota D.C.,110
col_customer_0005217,col_unique_003677,Pasto,Narino,
col_customer_0005218,col_unique_003678,Cali,Valle del Cauca,760
col_customer_0005219,col_unique_003678,Cali,Valle del Cauca,760
col_customer_0005220,col_unique_003679,Pereira,Risaralda,660
col_customer_0005221,col_unique_003680,Chia,CUNDINAMARCA,250
col_customer_0005222,col_unique_003681,Bogota,Bogota D.C.,110
col_customer_0005223,col_unique_003681,Bogota,Bogota D.C.,110
col_customer_0005224,col_unique_003682,Bogota,Bogota D.C.,110
col_customer_0005225,col_unique_003683,Tunja,Boyaca,150
col_customer_0005226,col_unique_003684,Medellin, Antioquia,050
col_customer_0005227,col_unique_003685,Pasto,Narino,520
col_customer_0005228,col_unique_003686,Popayan,Cauca,190
col_customer_0005229,col_unique_003687,Barranquilla,Atlantico,080
col_customer_0005230,col_unique_003687,Barranquilla,  Atlantico  ,080
col_customer_0005231,col_unique_003688,Medellin,Antioquia,050
col_customer_0005232,col_unique_003688,Medellin,  Antioquia  ,050
col_customer_0005233,col_unique_003689,Bogota,Bogota D.C.,110
col_customer_0005234,col_unique_003690,Villavicencio, Meta,500
col_customer_0005235,col_unique_003690,Villavicencio,Meta,500
col_customer_0005236,col_unique_003691, Pereira,Risaralda,660
col_customer_0005237,col_unique_003692,Bogota,Bogota D.C.,110
col_customer_0005238,col_unique_003693,Barranquilla,Atlantico,080
col_customer_0005239,col_unique_003694,Cali,Valle del Cauca,760
col_customer_0005240,col_unique_003694,Cali,Valle del Cauca,760
col_customer_0005241,col_unique_003695,Medellin,Antioquia,050
col_customer_0005242,col_unique_003695,Medellin,Antioquia,050
col_customer_0005243,col_unique_003696,santa marta,Magdalena,470
col_customer_0005244,col_unique_003697,Bucaramanga,Santander,680
col_customer_0005245,col_unique_003697,Bucaramanga,Santander,680
col_customer_0005246,col_unique_003697,Bucaramanga,Santander,680
col_customer_0005247,col_unique_003698,Medellin, Antioquia,050
col_customer_0005248,col_unique_003698,Medellin,Antioquia,050
col_customer_0005249,col_unique_003699,Medellin,Antioquia,050
col_customer_0005250,col_unique_003700,Medellin,ANTIOQUIA,050
col_customer_0005251,col_unique_003701,Tunja,Boyaca,150
col_customer_0005252,col_unique_003702,Bucaramanga,Santander,680
col_customer_0005253,col_unique_003702,Bucaramanga,Santander ,680
col_customer_0005254,col_unique_003703,Cali,Valle del Cauca,760
col_customer_0005255,col_unique_003703,Cali,Valle del Cauca,760
col_customer_0005256,col_unique_003704,Medellin,Antioquia,050
col_customer_0005257,col_unique_003705,Ibague,Tolima,730
col_customer_0005258,col_unique_003706,Manizales,Caldas,170
col_customer_0005259,col_unique_003707,Bogota,Bogota D.C.,110
col_customer_0005260,col_unique_003707,Bogota,Bogota D.C.,110
col_customer_0005261,col_unique_003708,Bogota,Bogota D.C.,110
col_customer_0005262,col_unique_003709,Bogota,Bogota D.C.,110
col_customer_0005263,col_unique_003710,Medellin,Antioquia,050
col_customer_0005264,col_unique_003711,Bogota,Bogota D.C.,110
col_customer_0005265,col_unique_003712,Bogota,Bogota D.C.,110
col_customer_0005266,col_unique_003713,Medellin,Antioquia,050
col_customer_0005267,col_unique_003714,Cartagena,Bolivar,130
col_customer_0005268,col_unique_003715,Cali,Valle del Cauca,760
col_customer_0005269,col_unique_003715,Cali,Valle del Cauca,760
col_customer_0005270,col_unique_003716,Bogota,Bogota D.C.,110
col_customer_0005271,col_unique_003717,Pereira,Risaralda,660
col_customer_0005272,col_unique_003718,Medellin,Antioquia,050
col_customer_0005273,col_unique_003719,Bogota,Bogota D.C.,110
col_customer_0005274,col_unique_003720,  Bogota  ,Bogota D.C.,110
col_customer_0005275,col_unique_003721,Manizales,Caldas,170
col_customer_0005276,col_unique_003722,Barranquilla,Atlantico,080
col_customer_0005277,col_unique_003723,Bucaramanga ,Santander,680
col_customer_0005278,col_unique_003724,Neiva,Huila,410
col_customer_0005279,col_unique_003725,Bogota,Bogota D.C.,110
col_customer_0005280,col_unique_003726,Bogota,Bogota D.C.,110
col_customer_0005281,col_unique_003727,Ibague,Tolima,730
col_customer_0005282,col_unique_003728,Cali,Valle del Cauca,760
col_customer_0005283,col_unique_003728,Cali,Valle del Cauca,760
col_customer_0005284,col_unique_003729,Barranquilla,Atlantico,080
col_customer_0005285,col_unique_003730,Santa Marta,Magdalena,470
col_customer_0005286,col_unique_003730,Santa Marta,Magdalena,470
col_customer_0005287,col_unique_003730,santa marta,Magdalena,470
col_customer_0005288,col_unique_003731,Cartagena,Bolivar,130
col_customer_0005289,col_unique_003732,Medellin,Antioquia,050
col_customer_0005290,col_unique_003733,Medellin,Antioquia,050
col_customer_0005291,col_unique_003734,Manizales,Caldas,170
col_customer_0005292,col_unique_003734,Manizales,Caldas ,170
col_customer_0005293,col_unique_003734,Manizales,Caldas,170
col_customer_0005294,col_unique_003735,Tunja ,Boyaca,150
col_customer_0005295,col_unique_003736,Ibague,tolima,730
col_customer_0005296,col_unique_003737,Bogota,Bogota D.C.,110
col_customer_0005297,col_unique_003738,Bogota,Bogota D.C.,110
col_customer_0005298,col_unique_003739,Barranquilla,Atlantico,080
col_customer_0005299,col_unique_003740,Bucaramanga,Santander,680
col_customer_0005300,col_unique_003741,Tunja,Boyaca,150
col_customer_0005301,col_unique_003742,Ibague,Tolima,730
col_customer_0005302,col_unique_003743,CHIA,Cundinamarca,250
col_customer_0005303,col_unique_003743,Chia,Cundinamarca,250
col_customer_0005304,col_unique_003744,Cucuta,Norte de Santander,540
col_customer_0005305,col_unique_003745,  Barranquilla  ,Atlantico,080
col_customer_0005306,col_unique_003745,Barranquilla,Atlantico,080
col_customer_0005307,col_unique_003745,BARRANQUILLA,Atlantico,080
col_customer_0005308,col_unique_003746,Bogota,Bogota D.C.,110
col_customer_0005309,col_unique_003747,Bogota,Bogota D.C.,110
col_customer_0005310,col_unique_003748,Pasto,Narino,520
col_customer_0005311,col_unique_003749,Santa Marta,Magdalena,470
col_customer_0005312,col_unique_003750,Medellin,Antioquia,050
col_customer_0005313,col_unique_003751,Cucuta,Norte de Santander,540
col_customer_0005314,col_unique_003752,Bucaramanga,Santander,680
col_customer_0005315,col_unique_003752,Bucaramanga,Santander,680
col_customer_0005316,col_unique_003752,Bucaramanga,Santander,680
col_customer_0005317,col_unique_003752,Bucaramanga,Santander,680
col_customer_0005318,col_unique_003753,Monteria,Cordoba,
col_customer_0005319,col_unique_003754, Pereira,Risaralda,660
col_customer_0005320,col_unique_003755,Bogota,Bogota D.C.,110
col_customer_0005321,col_unique_003756,Chia,Cundinamarca,250
col_customer_0005322,col_unique_003757,Santa Marta,Magdalena,470
col_customer_0005323,col_unique_003758,  Barranquilla  ,Atlantico,080
col_customer_0005324,col_unique_003759,Cucuta,Norte de Santander,540
col_customer_0005325,col_unique_003760,Villavicencio,Meta,500
col_customer_0005326,col_unique_003761,Medellin,Antioquia,050
col_customer_0005327,col_unique_003762,Chia,Cundinamarca,250
col_customer_0005328,col_unique_003762,Chia,Cundinamarca,250
col_customer_0005329,col_unique_003763,Bogota,Bogota D.C.,110
col_customer_0005330,col_unique_003763,Bogota,Bogota D.C.,110
col_customer_0005331,col_unique_003763,bogota,Bogota D.C.,110
col_customer_0005332,col_unique_003764,Cartagena,Bolivar,130
col_customer_0005333,col_unique_003765,Medellin,Antioquia,050
col_customer_0005334,col_unique_003766,Barranquilla,Atlantico,080
col_customer_0005335,col_unique_003766,BARRANQUILLA,Atlantico,080
col_customer_0005336,col_unique_003766,Barranquilla,Atlantico,080
col_customer_0005337,col_unique_003767,Barranquilla,Atlantico,080
col_customer_0005338,col_unique_003767,Barranquilla,Atlantico,080
col_customer_0005339,col_unique_003768,Cartagena,Bolivar,130
col_customer_0005340,col_unique_003768,Cartagena,Bolivar,130
col_customer_0005341,col_unique_003769,Neiva,Huila,410
col_customer_0005342,col_unique_003770,Cartagena,Bolivar,130
col_customer_0005343,col_unique_003771,Monteria,Cordoba,230
col_customer_0005344,col_unique_003772,Tunja,Boyaca,150
col_customer_0005345,col_unique_003773,Bogota,Bogota D.C.,110
col_customer_0005346,col_unique_003774,Ibague,TOLIMA,730
col_customer_0005347,col_unique_003775,Monteria,Cordoba,230
col_customer_0005348,col_unique_003776, Barranquilla,Atlantico,080
col_customer_0005349,col_unique_003777,Popayan,CAUCA,190
col_customer_0005350,col_unique_003778, Medellin,Antioquia,050
col_customer_0005351,col_unique_003778,Medellin,Antioquia,050
col_customer_0005352,col_unique_003778,Medellin ,Antioquia,050
col_customer_0005353,col_unique_003778,Medellin,Antioquia,050
col_customer_0005354,col_unique_003778,Medellin,Antioquia,050
col_customer_0005355,col_unique_003779,Tunja,Boyaca,150
col_customer_0005356,col_unique_003780,Cali,Valle del Cauca,760
col_customer_0005357,col_unique_003781,Bucaramanga,Santander,680
col_customer_0005358,col_unique_003782,Barranquilla,Atlantico,080
col_customer_0005359,col_unique_003783,Barranquilla,Atlantico,080
col_customer_0005360,col_unique_003784,PEREIRA,Risaralda,660
col_customer_0005361,col_unique_003785,Cali,Valle del Cauca,760
col_customer_0005362,col_unique_003785,Cali,Valle del Cauca,760
col_customer_0005363,col_unique_003786,Medellin,Antioquia,050
col_customer_0005364,col_unique_003787,Chia,Cundinamarca,250
col_customer_0005365,col_unique_003788,Barranquilla,Atlantico,080
col_customer_0005366,col_unique_003789,Monteria,Cordoba,230
col_customer_0005367,col_unique_003790,Medellin,Antioquia,050
col_customer_0005368,col_unique_003791,  Medellin  ,Antioquia,050
col_customer_0005369,col_unique_003791,Medellin,Antioquia,050
col_customer_0005370,col_unique_003792,Barranquilla,ATLANTICO,080
col_customer_0005371,col_unique_003793,Cali,Valle del Cauca,760
col_customer_0005372,col_unique_003794,barranquilla,Atlantico,080
col_customer_0005373,col_unique_003795,Villavicencio,Meta,500
col_customer_0005374,col_unique_003796,Bogota,Bogota D.C.,110
col_customer_0005375,col_unique_003797,Medellin ,Antioquia,050
col_customer_0005376,col_unique_003797,Medellin,Antioquia,
col_customer_0005377,col_unique_003798,Bucaramanga,Santander,680
col_customer_0005378,col_unique_003799,Cali,Valle del Cauca,760
col_customer_0005379,col_unique_003799,Cali,Valle del Cauca,760
col_customer_0005380,col_unique_003799,Cali, Valle del Cauca,760
col_customer_0005381,col_unique_003799,Cali,Valle del Cauca,760
col_customer_0005382,col_unique_003799,Cali,Valle del Cauca,760
col_customer_0005383,col_unique_003800,Manizales,Caldas,170
col_customer_0005384,col_unique_003801,CALI,Valle del Cauca,760
col_customer_0005385,col_unique_003802,Bucaramanga ,Santander,680
col_customer_0005386,col_unique_003803,Medellin,Antioquia,050
col_customer_0005387,col_unique_003804,Bogota,Bogota D.C.,110
col_customer_0005388,col_unique_003804,Bogota,Bogota D.C.,110
col_customer_0005389,col_unique_003805,Cucuta,Norte de Santander,540
col_customer_0005390,col_unique_003805,Cucuta,Norte de Santander,540
col_customer_0005391,col_unique_003806,Medellin,Antioquia,050
col_customer_0005392,col_unique_003806,Medellin,Antioquia,050
col_customer_0005393,col_unique_003807,Bucaramanga,Santander,680
col_customer_0005394,col_unique_003808,Pasto,Narino,520
col_customer_0005395,col_unique_003808,Pasto,Narino,520
col_customer_0005396,col_unique_003808,Pasto,Narino,520
col_customer_0005397,col_unique_003808,Pasto,Narino,520
col_customer_0005398,col_unique_003808,Pasto,Narino,
col_customer_0005399,col_unique_003809,Pereira,Risaralda,660
col_customer_0005400,col_unique_003809,Pereira,Risaralda,660
col_customer_0005401,col_unique_003809,Pereira,Risaralda,660
col_customer_0005402,col_unique_003809,Pereira,Risaralda,660
col_customer_0005403,col_unique_003810,Tunja,Boyaca,150
col_customer_0005404,col_unique_003810,Tunja,Boyaca,150
col_customer_0005405,col_unique_003810,Tunja,Boyaca,150
col_customer_0005406,col_unique_003811,Medellin,  Antioquia  ,050
col_customer_0005407,col_unique_003811,,Antioquia,050
col_customer_0005408,col_unique_003812,Santa Marta,Magdalena,470
col_customer_0005409,col_unique_003813,Bogota,Bogota D.C.,110
col_customer_0005410,col_unique_003814,Medellin,Antioquia,050
col_customer_0005411,col_unique_003815,Medellin,Antioquia,050
col_customer_0005412,col_unique_003816,Santa Marta,Magdalena,470
col_customer_0005413,col_unique_003817,Medellin,Antioquia,050
col_customer_0005414,col_unique_003818,Bogota,Bogota D.C.,110
col_customer_0005415,col_unique_003819,Bogota,Bogota D.C.,110
col_customer_0005416,col_unique_003819,Bogota, Bogota D.C.,110
col_customer_0005417,col_unique_003819,Bogota,Bogota D.C.,110
col_customer_0005418,col_unique_003819,Bogota,Bogota D.C.,110
col_customer_0005419,col_unique_003819,Bogota,Bogota D.C.,110
col_customer_0005420,col_unique_003819,Bogota,Bogota D.C.,110
col_customer_0005421,col_unique_003820,Bogota,Bogota D.C.,110
col_customer_0005422,col_unique_003821,Popayan,Cauca,190
col_customer_0005423,col_unique_003822,Bogota,,110
col_customer_0005424,col_unique_003823,,Santander,680
col_customer_0005425,col_unique_003824,Cucuta,Norte de Santander,540
