order_id,order_item_id,product_id,seller_id,product_category,shipping_limit_date,price,freight_value,currency
col_order_0001347,2,col_prod_00248,col_seller_0001,tecnologia,2024-03-03,695800.00,50600.00,COP
col_order_0001349,1,col_prod_00527,col_seller_0056,deportes,2025-05-20,110800.00,17300.00,COP
col_order_0001349,2,col_prod_00078,col_seller_0043,,2025-05-21,236300.00,23300.00,COP
col_order_0001350,1,col_prod_00029,col_seller_0021,deportes,2025-02-19,129800.00,11000.00,COP
col_order_0001350,2,col_prod_00298,col_seller_0101,deportes,2025-02-17,165000.00,19000.00,COP
col_order_0001351,1,col_prod_00140,col_seller_0049,mercado,2025-05-06,80700.00,14100.00,COP
col_order_0001351,2,col_prod_00105,col_seller_0112,celulares,2025-05-09,552100.00,23400.00,COP
col_order_0001352,1,col_prod_00419,col_seller_0080,hogar,2025-09-16,160700.00,11700.00,COP
col_order_0001353,1,col_prod_00582,col_seller_0109,tecnologia,2024-06-10,474500.00,33500.00,COP
col_order_0001353,2,col_prod_00204,col_seller_0120,belleza,2024-06-11,91700.00,25700.00,COP
col_order_0001353,3,col_prod_00100,col_seller_0057,mercado,2024-06-07,91000.00,19500.00,COP
col_order_0001353,4,col_prod_00069,col_seller_0108,moda,2024-06-11,191300.00,23500.00,COP
col_order_0001354,1,col_prod_00479,col_seller_0111,moda,2024-05-09,135200.00,12800.00,COP
col_order_0001354,2,col_prod_00488,col_seller_0066,salud,2024-05-11,142800.00,18100.00,COP
col_order_0001355,1,col_prod_00028,col_seller_0024,moda,2024-08-26,90400.00,23200.00,COP
col_order_0001356,1,col_prod_00456,col_seller_0061,mercado,2024-09-03,90800.00,16200.00,COP
col_order_0001357,1,col_prod_00057,col_seller_0036,moda,2025-01-14,103100.00,16300.00,COP
col_order_0001358,1,col_prod_00029,col_seller_0054,,2024-01-19,608600.00,40700.00,COP
col_order_0001358,2,col_prod_00211,col_seller_0118,mercado,2024-01-19,92000.00,16000.00,COP
col_order_0001358,3,col_prod_00109,col_seller_0095,tecnologia,2024-01-19,689900.00,32600.00,COP
col_order_0001359,1,col_prod_00201,col_seller_0098,mercado,2024-03-16,79500.00,14500.00,COP
col_order_0001361,1,col_prod_00326,col_seller_0036,,2025-08-01,156400.00,15500.00,COP
col_order_0001362,1,col_prod_00556,col_seller_0025,tecnologia,2025-10-06,606600.00,40200.00,COP
col_order_0001363,1,col_prod_00392,col_seller_0077,deportes,2024-08-24,141000.00,14900.00,COP
col_order_0001363,2,col_prod_00576,col_seller_0059,mascotas,2024-08-20,115000.00,9100.00,COP
col_order_0001363,3,col_prod_00001,col_seller_0078,electrodomesticos,2024-08-24,782100.00,44600.00,COP
col_order_0001364,1,col_prod_00568,col_seller_0100,mercado,2024-11-22,87100.00,14900.00,COP
col_order_0001365,1,col_prod_00064,col_seller_0027,mascotas,2024-02-16,81200.00,18100.00,COP
col_order_0001365,2,col_prod_00283,col_seller_0002,celulares,2024-02-19,1179900.00,69300.00,COP
col_order_0001366,1,col_prod_00259,col_seller_0012,electrodomesticos,2025-06-07,482900.00,39300.00,COP
col_order_0001366,2,col_prod_00019,col_seller_0068,belleza,2025-06-06,115100.00,13400.00,COP
col_order_0001368,1,col_prod_00209,col_seller_0071,moda,2024-08-08,105500.00,25900.00,COP
col_order_0001369,1,col_prod_00402,col_seller_0102,,2025-03-08,103200.00,19800.00,COP
col_order_0001369,2,col_prod_00118,col_seller_0116,electrodomesticos,2025-03-08,458000.00,24200.00,COP
col_order_0001369,3,col_prod_00226,col_seller_0073,mercado,2025-03-08,80000.00,22600.00,COP
col_order_0001370,1,col_prod_00480,col_seller_0062,,2025-05-07,704100.00,33200.00,COP
col_order_0001371,1,col_prod_00522,col_seller_0081,belleza,2024-01-28,132500.00,28300.00,COP
col_order_0001372,1,col_prod_00500,col_seller_0004,juguetes,2024-12-24,88900.00,18500.00,COP
col_order_0001372,2,col_prod_00158,col_seller_0024,juguetes,2024-12-26,127900.00,20900.00,COP
col_order_0001373,1,col_prod_00380,col_seller_0054,celulares,2024-04-05,545600.00,32300.00,COP
col_order_0001374,1,col_prod_00324,col_seller_0037,electrodomesticos,2024-08-20,516900.00,21200.00,COP
col_order_0001376,1,col_prod_00241,col_seller_0077,libros,2025-07-05,56100.00,10400.00,COP
col_order_0001376,2,col_prod_00193,col_seller_0033,libros,2025-07-06,73400.00,19600.00,COP
col_order_0001377,1,col_prod_00453,col_seller_0065,tecnologia,2025-04-13,506700.00,30700.00,COP
col_order_0001378,1,col_prod_00409,col_seller_0007,tecnologia,2024-03-19,429100.00,42100.00,COP
col_order_0001379,1,col_prod_00272,col_seller_0057,electrodomesticos,2024-05-17,766600.00,59900.00,COP
col_order_0001379,2,col_prod_00527,col_seller_0033,,2024-05-19,109700.00,23100.00,COP
col_order_0001379,3,col_prod_00245,col_seller_0011,mercado,2024-05-18,89800.00,21300.00,COP
col_order_0001380,1,col_prod_00392,col_seller_0013,mascotas,2024-05-12,123900.00,12600.00,COP
col_order_0001381,1,col_prod_00491,col_seller_0078,tecnologia,2024-12-13,322200.00,15600.00,COP
col_order_0001382,1,col_prod_00071,col_seller_0038,mercado,2025-06-02,133100.00,13000.00,COP
col_order_0001383,1,col_prod_00035,col_seller_0015,belleza,2025-06-23,82900.00,12900.00,COP
col_order_0001383,2,col_prod_00139,col_seller_0094,deportes,2025-06-19,147200.00,25100.00,COP
col_order_0001384,1,col_prod_00503,col_seller_0083,moda,2025-08-03,173000.00,17200.00,COP
col_order_0001384,2,col_prod_00473,col_seller_0081,,2025-07-31,83000.00,23300.00,COP
col_order_0001385,1,col_prod_00202,col_seller_0003,mercado,2025-07-20,63100.00,16900.00,COP
col_order_0001386,1,col_prod_00167,col_seller_0092,mercado,2024-01-17,52900.00,13100.00,COP
col_order_0001387,1,col_prod_00452,col_seller_0077,belleza,2024-03-19,105200.00,19400.00,COP
col_order_0001388,1,col_prod_00106,col_seller_0023,tecnologia,2024-09-24,700900.00,35000.00,COP
col_order_0001389,1,col_prod_00314,col_seller_0110,deportes,2024-12-21,93200.00,18900.00,COP
col_order_0001389,2,col_prod_00255,col_seller_0109,juguetes,2024-12-20,105700.00,11500.00,COP
col_order_0001389,3,col_prod_00276,col_seller_0053,hogar,2024-12-16,249400.00,20500.00,COP
col_order_0001389,4,col_prod_00064,col_seller_0036,tecnologia,2024-12-16,338400.00,31300.00,COP
col_order_0001390,1,col_rare_prod_0007,col_seller_0008,electrodomesticos,2024-12-30,815900.00,37600.00,COP
col_order_0001390,2,col_prod_00577,col_seller_0062,deportes,2024-12-29,109300.00,26100.00,COP
col_order_0001390,3,col_rare_prod_0018,col_seller_0094,deportes,2025-01-02,120100.00,17500.00,COP
col_order_0001391,1,col_prod_00044,col_seller_0054,accesorios_moto,2024-11-24,168200.00,15300.00,COP
col_order_0001392,1,col_prod_00284,col_seller_0075,tecnologia,2025-02-04,2961600.00,75000.00,COP
col_order_0001394,1,col_prod_00324,col_seller_0106,mercado,2024-03-07,91200.00,15800.00,COP
col_order_0001395,1,col_prod_00296,col_seller_0061,libros,2024-05-02,69200.00,23100.00,COP
col_order_0001395,2,col_prod_00521,col_seller_0069,moda,2024-05-05,111000.00,21500.00,COP
col_order_0001396,1,col_prod_00151,col_seller_0007,belleza,2024-12-12,99800.00,14300.00,COP
col_order_0001396,2,col_prod_00150,col_seller_0114,tecnologia,2024-12-14,514800.00,29100.00,COP
col_order_0001397,1,col_prod_00053,col_seller_0065,hogar,2025-07-06,129400.00,23400.00,COP
col_order_0001397,2,col_prod_00189,col_seller_0120,moda,2025-07-04,159400.00,14800.00,COP
col_order_0001398,1,col_prod_00275,col_seller_0062,deportes,2024-02-12,187200.00,13100.00,COP
col_order_0001398,2,col_prod_00093,col_seller_0054,moda,2024-02-09,146300.00,21300.00,COP
col_order_0001398,3,col_prod_00166,col_seller_0073,hogar,2024-02-09,102400.00,15900.00,COP
col_order_0001399,1,col_prod_00239,col_seller_0086,mercado,2024-08-26,85600.00,21200.00,COP
col_order_0001399,2,col_prod_00387,col_seller_0047,belleza,2024-08-25,72600.00,24900.00,COP
col_order_0001400,1,col_prod_00235,col_seller_0039,moda,2025-03-08,112400.00,13300.00,COP
col_order_0001400,2,col_prod_00555,col_seller_0105,mercado,2025-03-09,110000.00,19300.00,COP
col_order_0001401,1,col_prod_00583,col_seller_0023,mercado,2024-08-19,90300.00,20500.00,COP
col_order_0001401,2,col_prod_00492,col_seller_0034,celulares,2024-08-19,432400.00,32500.00,COP
col_order_0001402,1,col_prod_00278,col_seller_0093,belleza,2024-12-07,74200.00,12000.00,COP
col_order_0001403,1,col_prod_00324,col_seller_0025,moda,2025-01-30,108800.00,7600.00,COP
col_order_0001404,1,col_prod_00225,col_seller_0026,deportes,2024-11-11,210600.00,25000.00,COP
col_order_0001404,2,col_prod_00212,col_seller_0011,belleza,2024-11-15,98200.00,17500.00,COP
col_order_0001405,1,col_prod_00531,col_seller_0011,salud,2025-02-08,166600.00,26100.00,COP
col_order_0001406,1,col_prod_00080,col_seller_0050,moda,2024-02-01,125800.00,10300.00,COP
col_order_0001407,1,col_prod_00475,col_seller_0006,belleza,2025-02-04,93400.00,14400.00,COP
col_order_0001408,1,col_prod_00190,col_seller_0092,juguetes,2025-07-08,82000.00,16000.00,COP
col_order_0001408,2,col_prod_00036,col_seller_0067,tecnologia,2025-07-06,642200.00,28300.00,COP
col_order_0001409,1,col_prod_00330,col_seller_0120,celulares,2024-02-28,451300.00,39900.00,COP
col_order_0001409,2,col_prod_00509,col_seller_0013,libros,2024-02-28,73500.00,19200.00,COP
col_order_0001409,3,col_prod_00064,col_seller_0065,moda,2024-03-03,136600.00,11300.00,COP
col_order_0001409,4,col_prod_00507,col_seller_0005,mercado,2024-02-28,79700.00,9300.00,COP
col_order_0001410,1,col_prod_00338,col_seller_0113,moda,2024-08-06,118800.00,12900.00,COP
col_order_0001411,1,col_prod_00314,col_seller_0013,hogar,2024-10-31,232300.00,25000.00,COP
col_order_0001411,2,col_prod_00163,col_seller_0112,moda,2024-10-31,135800.00,22700.00,COP
col_order_0001412,1,col_prod_00246,col_seller_0085,celulares,2024-11-25,855500.00,41400.00,COP
col_order_0001413,1,col_prod_00561,col_seller_0092,moda,2024-04-10,103100.00,14200.00,COP
col_order_0001413,2,col_prod_00280,col_seller_0116,salud,2024-04-10,138900.00,11100.00,COP
col_order_0001414,1,col_prod_00177,col_seller_0117,tecnologia,2024-03-03,380500.00,31000.00,COP
col_order_0001415,1,col_prod_00356,col_seller_0099,salud,2024-11-02,139100.00,35000.00,COP
col_order_0001416,1,col_prod_00198,col_seller_0114,mercado,2025-04-07,81800.00,13600.00,COP
col_order_0001417,1,col_prod_00257,col_seller_0078,electrodomesticos,2025-02-25,597500.00,39700.00,COP
col_order_0001417,2,col_prod_00339,col_seller_0086,libros,2025-02-27,63400.00,9400.00,COP
col_order_0001417,3,col_prod_00497,col_seller_0088,salud,2025-02-26,125500.00,14800.00,COP
col_order_0001417,4,col_prod_00195,col_seller_0011,belleza,2025-02-24,88400.00,17300.00,COP
col_order_0001417,5,col_prod_00236,col_seller_0088,mascotas,2025-02-27,120600.00,11300.00,COP
col_order_0001417,6,col_prod_00079,col_seller_0069,tecnologia,2025-02-27,435400.00,19000.00,COP
col_order_0001419,1,col_prod_00316,col_seller_0048,moda,2024-05-22,137900.00,31600.00,COP
col_order_0001420,1,col_prod_00260,col_seller_0080,juguetes,2024-08-16,123500.00,28800.00,COP
col_order_0001421,1,col_prod_00079,col_seller_0090,deportes,2024-03-31,233900.00,13200.00,COP
col_order_0001422,1,col_prod_00579,col_seller_0026,tecnologia,2024-10-30,263400.00,23700.00,COP
col_order_0001422,2,col_prod_00344,col_seller_0108,moda,2024-11-01,116400.00,16800.00,COP
col_order_0001423,1,col_prod_00132,col_seller_0054,moda,2024-12-13,131900.00,18800.00,COP
col_order_0001423,2,col_prod_00087,col_seller_0069,hogar,2024-12-12,170000.00,24300.00,COP
col_order_0001423,3,col_prod_00279,col_seller_0060,celulares,2024-12-13,654500.00,37000.00,COP
col_order_0001424,1,col_prod_00542,col_seller_0020,mascotas,2024-01-11,120500.00,17300.00,COP
col_order_0001425,1,col_rare_prod_0022,col_seller_0100,belleza,2024-08-03,130200.00,17100.00,COP
col_order_0001426,1,col_prod_00119,col_seller_0069,,2024-10-10,400700.00,24300.00,COP
col_order_0001427,1,col_prod_00001,col_seller_0031,accesorios_moto,2025-01-29,172400.00,24700.00,COP
col_order_0001427,2,col_prod_00309,col_seller_0093,tecnologia,2025-01-31,523000.00,32700.00,COP
col_order_0001428,1,col_prod_00494,col_seller_0028,tecnologia,2025-06-08,420000.00,35600.00,COP
col_order_0001428,2,col_prod_00266,col_seller_0074,salud,2025-06-08,122900.00,23200.00,COP
col_order_0001429,1,col_prod_00378,col_seller_0036,celulares,2025-11-13,524000.00,35000.00,COP
col_order_0001430,1,col_prod_00296,col_seller_0026,electrodomesticos,2025-02-06,657800.00,35500.00,COP
col_order_0001430,2,col_prod_00463,col_seller_0117,celulares,2025-02-04,426500.00,23500.00,COP
col_order_0001430,3,col_prod_00338,col_seller_0085,deportes,2025-02-02,139200.00,16000.00,COP
col_order_0001430,4,col_prod_00522,col_seller_0043,moda,2025-02-06,115900.00,22400.00,COP
col_order_0001430,5,col_prod_00581,col_seller_0066,belleza,2025-02-02,136700.00,15600.00,COP
col_order_0001430,6,col_prod_00069,col_seller_0109,hogar,2025-02-04,238400.00,26400.00,COP
col_order_0001432,1,col_prod_00597,col_seller_0006,mercado,2024-06-03,90200.00,14800.00,COP
col_order_0001433,1,col_prod_00489,col_seller_0039,tecnologia,2024-07-30,300200.00,19200.00,COP
col_order_0001434,1,col_prod_00523,col_seller_0118,hogar,2024-12-30,250600.00,27000.00,COP
col_order_0001434,2,col_prod_00276,col_seller_0102,juguetes,2025-01-02,99500.00,13800.00,COP
col_order_0001434,3,col_prod_00414,col_seller_0102,belleza,2024-12-30,99600.00,16600.00,COP
col_order_0001435,1,col_prod_00416,col_seller_0003,electrodomesticos,2024-08-21,891600.00,47900.00,COP
col_order_0001436,1,col_prod_00199,col_seller_0072,tecnologia,2025-01-23,440600.00,25400.00,COP
col_order_0001437,1,col_prod_00498,col_seller_0054,moda,2025-06-16,97200.00,19100.00,COP
col_order_0001437,2,col_rare_prod_0018,col_seller_0046,belleza,2025-06-18,130000.00,9800.00,COP
col_order_0001437,3,col_prod_00279,col_seller_0094,hogar,2025-06-16,200300.00,16800.00,COP
col_order_0001437,4,col_prod_00535,col_seller_0087,celulares,2025-06-18,518400.00,17000.00,COP
col_order_0001437,5,col_prod_00492,col_seller_0047,tecnologia,2025-06-18,335300.00,23300.00,COP
col_order_0001438,1,col_prod_00495,col_seller_0120,hogar,2024-01-13,197400.00,12100.00,COP
col_order_0001439,1,col_prod_00247,col_seller_0097,celulares,2024-04-28,570100.00,25200.00,COP
col_order_0001439,2,col_prod_00397,col_seller_0039,belleza,2024-04-30,98200.00,12000.00,COP
col_order_0001439,3,col_prod_00573,col_seller_0093,deportes,2024-05-02,132600.00,12600.00,COP
col_order_0001440,1,col_prod_00133,col_seller_0070,deportes,2025-06-20,187500.00,20800.00,COP
col_order_0001440,2,col_prod_00146,col_seller_0031,libros,2025-06-20,86500.00,9100.00,COP
col_order_0001440,3,col_prod_00107,col_seller_0001,belleza,2025-06-21,107200.00,21300.00,COP
col_order_0001441,1,col_prod_00220,col_seller_0005,tecnologia,2025-06-24,311100.00,11600.00,COP
col_order_0001441,2,col_prod_00491,col_seller_0089,tecnologia,2025-06-24,300200.00,29300.00,COP
col_order_0001441,3,col_prod_00066,col_seller_0063,,2025-06-26,119300.00,13500.00,COP
col_order_0001442,1,col_prod_00201,col_seller_0022,mercado,2024-01-03,80500.00,12600.00,COP
col_order_0001444,1,col_prod_00196,col_seller_0096,juguetes,2024-06-19,123100.00,16600.00,COP
col_order_0001446,1,col_prod_00122,col_seller_0046,mercado,2025-02-24,90500.00,19400.00,COP
col_order_0001446,2,col_prod_00163,col_seller_0001,hogar,2025-02-28,242000.00,29800.00,COP
col_order_0001447,1,col_prod_00070,col_seller_0023,juguetes,2025-04-17,148400.00,24700.00,COP
col_order_0001448,1,col_prod_00544,col_seller_0062,salud,2024-02-04,128700.00,19600.00,COP
col_order_0001449,1,col_prod_00280,col_seller_0005,moda,2025-07-13,133600.00,20000.00,COP
col_order_0001449,2,col_prod_00025,col_seller_0092,belleza,2025-07-10,130500.00,23300.00,COP
col_order_0001450,1,col_prod_00152,col_seller_0116,mercado,2024-09-01,97800.00,12000.00,COP
col_order_0001451,1,col_prod_00401,col_seller_0116,electrodomesticos,2024-09-20,668400.00,40900.00,COP
col_order_0001452,1,col_prod_00535,col_seller_0083,moda,2024-08-21,114200.00,24600.00,COP
col_order_0001452,2,col_prod_00524,col_seller_0016,juguetes,2024-08-20,118900.00,21000.00,COP
col_order_0001453,1,col_prod_00495,col_seller_0116,libros,2024-11-08,62500.00,10700.00,COP
col_order_0001454,1,col_prod_00045,col_seller_0106,juguetes,2024-07-21,81400.00,17000.00,COP
col_order_0001455,1,col_prod_00547,col_seller_0058,electrodomesticos,2024-09-13,654100.00,38300.00,COP
col_order_0001455,2,col_prod_00457,col_seller_0051,celulares,2024-09-14,726300.00,30300.00,COP
col_order_0001455,3,col_prod_00115,col_seller_0035,moda,2024-09-10,91200.00,24900.00,COP
col_order_0001456,1,col_prod_00519,col_seller_0102,deportes,2024-08-09,125500.00,10900.00,COP
col_order_0001456,2,col_prod_00578,col_seller_0022,deportes,2024-08-08,172400.00,15800.00,COP
col_order_0001457,1,col_prod_00277,col_seller_0055,celulares,2024-08-03,676500.00,43600.00,COP
col_order_0001458,1,col_prod_00268,col_seller_0101,celulares,2024-04-20,466500.00,20900.00,COP
col_order_0001458,2,col_prod_00327,col_seller_0114,salud,2024-04-22,102000.00,18500.00,COP
col_order_0001458,3,col_prod_00299,col_seller_0050,electrodomesticos,2024-04-24,656800.00,,COP
col_order_0001458,4,col_prod_00456,col_seller_0066,moda,2024-04-25,131500.00,10600.00,COP
col_order_0001459,1,col_prod_00286,col_seller_0063,juguetes,2024-08-27,86700.00,31900.00,COP
col_order_0001459,2,col_prod_00175,col_seller_0100,belleza,2024-08-25,121200.00,27100.00,COP
col_order_0001460,1,col_prod_00464,col_seller_0007,mercado,2025-01-06,88300.00,8000.00,COP
col_order_0001460,2,col_prod_00582,col_seller_0063,celulares,2025-01-04,740000.00,36000.00,COP
col_order_0001461,1,col_prod_00265,col_seller_0038,belleza,2024-02-13,79500.00,28100.00,COP
col_order_0001462,1,col_prod_00277,col_seller_0061,celulares,2024-07-18,512200.00,55400.00,COP
col_order_0001464,1,col_prod_00419,col_seller_0113,belleza,2025-04-29,91000.00,23000.00,COP
col_order_0001465,1,col_prod_00039,col_seller_0004,moda,2025-06-29,94600.00,16700.00,COP
col_order_0001465,2,col_prod_00357,col_seller_0071,tecnologia,2025-06-29,336200.00,23600.00,COP
col_order_0001466,1,col_prod_00247,col_seller_0049,libros,2025-01-04,74800.00,11800.00,COP
col_order_0001467,1,col_prod_00093,col_seller_0021,moda,2024-11-05,198800.00,16400.00,COP
col_order_0001468,1,col_prod_00519,col_seller_0115,moda,2024-08-22,142200.00,27500.00,COP
col_order_0001469,1,col_prod_00409,col_seller_0059,moda,2025-05-05,131300.00,26600.00,COP
col_order_0001470,1,col_prod_00470,col_seller_0116,celulares,2024-04-18,534300.00,39900.00,COP
col_order_0001471,1,col_prod_00305,col_seller_0087,hogar,2024-03-23,191700.00,10100.00,COP
col_order_0001472,1,col_prod_00484,col_seller_0005,mascotas,2024-07-16,116600.00,15300.00,COP
col_order_0001472,2,col_prod_00156,col_seller_0104,moda,2024-07-17,104600.00,14600.00,COP
col_order_0001473,1,col_prod_00511,col_seller_0011,hogar,2024-10-05,159900.00,22400.00,COP
col_order_0001474,1,col_prod_00183,col_seller_0064,tecnologia,2024-08-11,432700.00,38100.00,COP
col_order_0001475,1,col_prod_00285,col_seller_0061,tecnologia,2025-04-05,582700.00,47600.00,COP
col_order_0001475,2,col_prod_00100,col_seller_0099,mascotas,2025-04-03,126100.00,20100.00,COP
col_order_0001476,1,col_prod_00529,col_seller_0090,moda,2025-06-25,111300.00,14600.00,COP
col_order_0001476,2,col_prod_00479,col_seller_0037,juguetes,2025-06-26,131000.00,14600.00,COP
col_order_0001477,1,col_prod_00427,col_seller_0067,juguetes,2024-09-04,95500.00,15100.00,COP
col_order_0001477,2,col_rare_prod_0001,col_seller_0022,tecnologia,2024-09-04,371800.00,14100.00,COP
col_order_0001477,3,col_prod_00530,col_seller_0082,hogar,2024-09-04,149600.00,23500.00,COP
col_order_0001477,4,col_prod_00343,col_seller_0106,celulares,2024-09-07,868200.00,48400.00,COP
col_order_0001477,5,col_prod_00009,col_seller_0042,moda,2024-09-02,128600.00,18700.00,COP
col_order_0001478,1,col_prod_00177,col_seller_0005,deportes,2024-08-30,144400.00,25700.00,COP
col_order_0001479,1,col_prod_00569,col_seller_0037,mascotas,2025-02-16,110300.00,12400.00,COP
col_order_0001479,2,col_prod_00247,col_seller_0075,moda,2025-02-14,145500.00,20500.00,COP
col_order_0001480,1,col_prod_00162,col_seller_0085,hogar,2025-03-15,187000.00,,COP
col_order_0001480,2,col_prod_00592,col_seller_0047,deportes,2025-03-14,190000.00,13700.00,COP
col_order_0001481,1,col_prod_00275,col_seller_0051,hogar,2024-05-01,145900.00,19100.00,COP
col_order_0001482,1,col_prod_00449,col_seller_0093,juguetes,2024-08-27,95000.00,12500.00,COP
col_order_0001483,1,col_prod_00478,col_seller_0038,salud,2024-10-13,220600.00,14100.00,COP
col_order_0001483,2,col_prod_00482,col_seller_0007,moda,2024-10-11,153100.00,19700.00,COP
col_order_0001485,1,col_prod_00556,col_seller_0039,belleza,2024-11-13,109800.00,13800.00,COP
col_order_0001485,2,col_prod_00545,col_seller_0056,moda,2024-11-13,154800.00,17100.00,COP
col_order_0001486,1,col_prod_00403,col_seller_0016,hogar,2025-05-01,270600.00,23200.00,COP
col_order_0001486,2,col_prod_00577,col_seller_0053,deportes,2025-04-27,120600.00,14800.00,COP
col_order_0001486,3,col_prod_00203,col_seller_0086,moda,2025-04-29,111600.00,17200.00,COP
col_order_0001487,1,col_prod_00440,col_seller_0100,moda,2025-04-11,131100.00,12800.00,COP
col_order_0001488,1,col_prod_00488,col_seller_0107,moda,2024-10-18,161000.00,16900.00,COP
col_order_0001489,1,col_prod_00355,col_seller_0087,mascotas,2025-06-17,127400.00,20700.00,COP
col_order_0001490,1,col_prod_00436,col_seller_0077,libros,2025-09-23,63500.00,6700.00,COP
col_order_0001490,2,col_prod_00260,col_seller_0026,mascotas,2025-09-27,141700.00,24000.00,COP
col_order_0001492,1,col_prod_00318,col_seller_0112,hogar,2025-01-08,227100.00,21100.00,COP
col_order_0001492,2,col_prod_00120,col_seller_0033,mercado,2025-01-11,76900.00,19700.00,COP
col_order_0001493,1,col_prod_00308,col_seller_0001,hogar,2024-10-06,198800.00,16200.00,COP
col_order_0001494,1,col_prod_00548,col_seller_0092,hogar,2025-05-12,251500.00,29200.00,COP
col_order_0001494,2,col_prod_00224,col_seller_0018,belleza,2025-05-12,106100.00,26200.00,COP
col_order_0001495,1,col_prod_00059,col_seller_0116,libros,2025-04-13,65700.00,16600.00,COP
col_order_0001495,2,col_prod_00466,col_seller_0118,deportes,2025-04-15,178900.00,25700.00,COP
col_order_0001496,1,col_prod_00084,col_seller_0043,moda,2024-06-29,128900.00,17800.00,COP
col_order_0001496,2,col_prod_00207,col_seller_0094,celulares,2024-06-30,968400.00,36500.00,COP
col_order_0001496,3,col_prod_00344,col_seller_0001,belleza,2024-06-30,149800.00,16500.00,COP
col_order_0001496,4,col_prod_00247,col_seller_0069,electrodomesticos,2024-07-03,971400.00,30200.00,COP
col_order_0001498,1,col_prod_00250,col_seller_0071,hogar,2024-10-04,298000.00,26300.00,COP
col_order_0001498,2,col_prod_00071,col_seller_0085,hogar,2024-10-01,232400.00,19400.00,COP
col_order_0001499,1,col_prod_00457,col_seller_0120,moda,2024-10-28,149500.00,16100.00,COP
col_order_0001500,1,col_prod_00448,col_seller_0076,mercado,2024-11-27,61300.00,15400.00,COP
col_order_0001500,2,col_prod_00092,col_seller_0097,hogar,2024-11-25,221500.00,19200.00,COP
col_order_0001501,1,col_prod_00064,col_seller_0074,mercado,2025-03-05,83100.00,20500.00,COP
col_order_0001501,2,col_prod_00273,col_seller_0036,moda,2025-03-05,124300.00,17900.00,COP
col_order_0001502,1,col_prod_00513,col_seller_0113,hogar,2024-07-19,286300.00,18600.00,COP
col_order_0001503,1,col_prod_00190,col_seller_0102,mercado,2024-10-02,76500.00,12100.00,COP
col_order_0001504,1,col_prod_00466,col_seller_0057,moda,2024-05-07,109500.00,10800.00,COP
col_order_0001505,1,col_prod_00013,col_seller_0075,belleza,2025-04-15,131800.00,9000.00,COP
col_order_0001506,1,col_prod_00351,col_seller_0057,belleza,2025-09-16,109500.00,9400.00,COP
col_order_0001506,2,col_prod_00093,col_seller_0115,tecnologia,2025-09-14,434400.00,13500.00,COP
col_order_0001507,1,col_prod_00072,col_seller_0101,electrodomesticos,2024-09-03,608200.00,29600.00,COP
col_order_0001508,1,col_prod_00455,col_seller_0096,mercado,2024-12-08,67800.00,8300.00,COP
col_order_0001509,1,col_prod_00378,col_seller_0094,salud,2025-01-03,158000.00,19000.00,COP
col_order_0001510,1,col_prod_00162,col_seller_0056,hogar,2025-03-28,203300.00,21700.00,COP
col_order_0001510,2,col_prod_00330,col_seller_0092,hogar,2025-03-27,283500.00,30800.00,COP
col_order_0001510,3,col_prod_00186,col_seller_0085,mercado,2025-03-25,84900.00,11000.00,COP
col_order_0001512,1,col_prod_00227,col_seller_0091,mercado,2024-05-02,77700.00,14600.00,COP
col_order_0001512,2,col_prod_00353,col_seller_0038,hogar,2024-04-30,173400.00,19200.00,COP
col_order_0001513,1,col_prod_00050,col_seller_0087,moda,2025-07-10,153300.00,18600.00,COP
col_order_0001514,1,col_prod_00548,col_seller_0080,hogar,2024-10-10,242900.00,12400.00,COP
col_order_0001514,2,col_prod_00425,col_seller_0092,hogar,2024-10-08,163600.00,11400.00,COP
col_order_0001514,3,col_prod_00077,col_seller_0039,moda,2024-10-06,117600.00,15700.00,COP
col_order_0001515,1,col_prod_00556,col_seller_0046,tecnologia,2025-02-18,358300.00,31500.00,COP
col_order_0001516,1,col_prod_00119,col_seller_0119,belleza,2024-08-06,98600.00,,COP
col_order_0001516,2,col_prod_00098,col_seller_0033,juguetes,2024-08-03,87300.00,12900.00,COP
col_order_0001517,1,col_prod_00263,col_seller_0013,juguetes,2024-04-27,63500.00,12800.00,COP
col_order_0001518,1,col_rare_prod_0032,col_seller_0118,tecnologia,2024-07-25,528800.00,42600.00,COP
col_order_0001518,2,col_prod_00555,col_seller_0070,mercado,2024-07-24,66800.00,20100.00,COP
col_order_0001519,1,col_rare_prod_0004,col_seller_0070,moda,2024-12-27,125600.00,15000.00,COP
col_order_0001519,2,col_prod_00116,col_seller_0015,deportes,2024-12-27,200900.00,23500.00,COP
col_order_0001519,3,col_prod_00385,col_seller_0083,belleza,2024-12-27,94500.00,17500.00,COP
col_order_0001520,1,col_prod_00590,col_seller_0112,tecnologia,2025-06-11,374400.00,39400.00,COP
col_order_0001520,2,col_prod_00309,col_seller_0066,juguetes,2025-06-16,91900.00,16300.00,COP
col_order_0001521,1,col_rare_prod_0034,col_seller_0038,mercado,2024-06-22,73600.00,11700.00,COP
col_order_0001522,1,col_prod_00197,col_seller_0116,salud,2025-07-14,102700.00,16300.00,COP
col_order_0001522,2,col_prod_00060,col_seller_0071,moda,2025-07-09,145400.00,18600.00,COP
